"interview__key","y5_hhid","y4_hhid","indidy5","hh_b01","hh_b02","hh_b03_1","hh_b03_2","hh_b04","hh_b05","hh_b06","hh_b07","hh_b08","hh_b09_1","hh_b0a","hh_b0b","hh_b10","hh_b11","hh_b12_1","hh_b12_2","hh_b13","hh_b14","hh_b15_1","hh_b15_2","hh_b16","hh_b17","hh_b18","hh_b19","hh_b20","hh_b21_1","hh_b21_2","hh_b21_3","hh_b21_4","hh_b22","hh_b23_1","hh_b23_2","hh_b23_3","hh_b23_4","hh_b24","hh_b25","hh_b26","hh_b27_2","hh_b27_3","hh_b28","hh_b29_2","hh_b29_3"
"77-58-19-80","9510-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,2,99,1,0,1,1,,11,7,98,,16,6,97,,,3,1,3,,,,,,1,1,,,,2,,0,5,55,3,1,15
"75-66-31-65","9511-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",44,1,99,1,24,1,1,,0,10,97,,,3,97,,,7,1,5,,,,,,,,,,,,,6,5,51,1,5,51
"75-66-31-65","9511-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,3,99,1,31,1,1,,10,11,97,,,3,96,1,,,1,6,,,,,,,,,,,,,0,5,51,1,5,51
"75-66-31-65","9511-001-99",,4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,99,1,25,1,1,,0,11,97,,,3,96,1,,,1,6,,,,,,,,,,,,,1,7,72,4,7,72
"75-66-31-65","9511-001-99",,5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,6,99,1,31,1,2,2,0,14,99,,,3,96,2,,,2,,,,,,,,,,,,,,,,,,,
"87-82-51-66","9516-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",39,1,99,1,30,1,1,,4,7,97,,,6,97,,,6,1,1,1,2,,,,1,2,,,,2,,0,2,23,5,2,23
"87-82-51-66","9516-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,2,99,1,30,1,2,1,0,16,97,,,6,97,,,8,1,1,1,2,,,,1,1,,,,2,,0,2,23,5,3,34
"83-99-35-00","9517-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,1,99,1,31,1,1,,10,14,98,,7,3,97,,,1,1,4,,,,,,,,,,,,,1,2,23,4,3,34
"19-47-08-90","9518-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,1,99,1,30,1,2,2,0,3,97,,,3,97,,,3,1,3,,,,,,1,2,,,,2,,4,2,23,5,2,22
"19-47-08-90","9518-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,2,99,1,30,1,1,,3,10,97,,,5,97,,,3,1,1,1,3,,,,1,1,,,,2,,4,2,23,5,19,197
"19-47-08-90","9518-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,30,1,2,2,3,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"19-47-08-90","9518-001-99",,4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,30,1,2,2,3,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"09-91-08-55","9519-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",67,1,99,1,30,1,1,,0,1,98,,30,1,98,,34,1,1,7,,,,,,,,,,,,,99,,,,,
"09-91-08-55","9519-001-99",,2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,6,99,1,30,1,2,1,0,14,97,,,5,97,,,5,2,,,,,,,,,,,,,,,,,,,
"09-91-08-55","9519-001-99",,3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,6,99,1,30,1,2,1,0,17,98,,3,6,97,,,6,2,,,,,,,,,,,,,,,,,,,
"09-91-08-55","9519-001-99",,4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,10,99,2,30,1,1,,0,7,98,,1,8,97,,,3,1,6,,,,,,,,,,,,,5,3,31,1,3,31
"09-91-08-55","9519-001-99",,5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,9,99,1,30,1,1,,0,11,97,,,8,97,,,8,1,6,,,,,,,,,,,,,1,4,43,1,4,43
"59-38-15-33","9520-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,1,99,1,31,1,1,,0,7,97,,,6,97,,,3,1,1,1,2,,,,1,2,,,,2,,3,7,71,1,7,71
"59-38-15-33","9520-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,2,99,2,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-38-15-33","9520-001-99",,3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,2,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"93-01-56-59","9521-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,1,99,1,31,1,1,,1,10,98,,31,3,97,,,3,1,6,,,,,,,,,,,,,5,12,128,5,3,34
"93-01-56-59","9521-001-99",,2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,31,1,2,1,0,14,97,,,5,96,1,,,1,6,,,,,,,,,,,,,11,12,122,4,3,34
"93-01-56-59","9521-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,2,1,0,14,97,,,5,96,1,,,2,,,,,,,,,,,,,,,,,,,
"52-73-68-19","9522-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",65,1,99,1,30,1,1,,0,10,98,,64,2,96,2,,,1,4,,,,,,,,,,,,,20,3,34,1,3,34
"52-73-68-19","9522-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",85,7,99,1,30,1,2,1,6,15,98,,55,1,98,,57,1,1,7,,,,,,,,,,,,,0,3,34,4,3,33
"12-42-24-26","9523-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,1,99,1,30,1,1,,0,5,97,,,5,97,,,3,1,6,,,,,,,,,,,,,0,2,23,5,19,192
"12-42-24-26","9523-001-99",,2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,5,99,1,30,1,1,,3,7,97,,,5,97,,,3,1,6,,,,,,,,,,,,,0,2,23,5,19,192
"93-09-66-68","9528-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,31,1,1,,0,7,97,,,1,97,,,3,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"93-09-66-68","9528-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,2,99,1,31,1,1,,0,1,97,,,3,97,,,3,1,1,1,2,,,,1,1,,,,2,,2,2,24,4,2,24
"93-09-66-68","9528-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,31,1,2,1,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"93-09-66-68","9528-001-99",,4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"93-09-66-68","9528-001-99",,5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"83-89-49-84","9529-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",67,1,99,1,31,1,1,,0,16,98,,46,2,98,,40,1,1,5,,,,,,,,,,,,,10,4,44,1,20,204
"43-48-45-48","9530-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,1,99,1,31,1,1,,0,7,97,,,3,97,,,3,1,6,,,,,,,,,,,,,1,13,135,1,13,135
"93-87-72-47","9531-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,1,99,1,31,1,1,,0,10,97,,,3,97,,,3,1,4,,,,,,,,,,,,,4,3,31,4,3,31
"93-87-72-47","9531-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,31,1,2,1,0,14,97,,,5,96,1,,,1,6,,,,,,,,,,,,,4,3,31,4,3,31
"18-18-96-98","9532-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,1,99,1,31,1,1,,0,7,97,,,3,97,,,3,1,6,,,,,,,,,,,,,2,19,193,1,20,205
"23-95-70-93","9533-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,1,99,1,31,1,1,,0,10,97,,,2,97,,,2,1,1,1,3,,,,1,2,,,,2,,99,,,,,
"23-95-70-93","9533-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,2,99,1,31,1,1,,0,7,97,,,6,97,,,3,1,1,1,3,,,,1,1,,,,2,,15,2,23,3,3,34
"23-95-70-93","9533-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,99,1,31,1,2,2,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"23-95-70-93","9533-001-99",,4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"57-66-10-92","9534-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,1,99,1,31,1,1,,0,7,98,,21,3,97,,,1,1,4,,,,,,,,,,,,,99,,,,,
"57-66-10-92","9534-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,31,1,1,,0,14,97,,,3,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"57-66-10-92","9534-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,1,0,17,97,,,3,96,1,,,2,,,,,,,,,,,,,,,,,,,
"58-35-59-93","9535-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,1,99,1,31,1,2,2,0,7,97,,,2,97,,,2,1,1,1,1,,,,1,2,,,,2,,99,,,,,
"58-35-59-93","9535-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,2,99,1,31,1,1,,0,10,98,,10,8,98,,12,5,1,1,1,1,,,,1,1,,,,2,,99,,,,,
"58-35-59-93","9535-001-99",,3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,3,99,2,31,1,2,2,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"58-35-59-93","9535-001-99",,4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"58-35-59-93","9535-001-99",,5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"58-35-59-93","9535-001-99",,6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,8,99,1,31,1,2,2,0,11,97,,,8,97,,,8,1,6,,,,,,,,,,,,,3,26,262,4,26,262
"69-57-42-61","9540-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,1,99,1,31,1,1,,0,7,98,,11,3,97,,,3,1,4,,,,,,,,,,,,,16,3,34,5,3,34
"69-57-42-61","9540-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,2,1,0,14,97,,,4,96,1,,,2,,,,,,,,,,,,,,,,,,,
"69-57-42-61","9540-001-99",,3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,31,1,2,1,0,14,97,,,4,96,1,,,2,,,,,,,,,,,,,,,,,,,
"69-57-42-61","9540-001-99",,4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,1,0,17,97,,,4,96,1,,,2,,,,,,,,,,,,,,,,,,,
"21-69-92-88","9541-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,1,99,1,20,1,1,,0,7,97,,,3,97,,,3,1,6,,,,,,,,,,,,,2,3,34,5,3,34
"65-25-58-07","9542-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,1,99,1,31,1,1,,0,10,98,,34,1,98,,36,1,1,4,,,,,,,,,,,,,10,3,31,4,21,213
"56-58-40-61","9543-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",45,1,99,1,31,1,1,,0,7,97,,,2,97,,,2,1,7,,,,,,,,,,,,,27,2,22,3,2,22
"56-58-40-61","9543-001-99",,2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,3,99,1,31,1,2,1,0,13,98,,2,3,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"56-58-40-61","9543-001-99",,3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,8,99,1,31,1,1,,0,13,98,,0,3,97,,,5,1,6,,,,,,,,,,,,,99,,,,,
"56-58-40-61","9543-001-99",,4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,8,99,1,31,1,1,,0,5,97,,,3,97,,,3,1,5,,,,,,,,,,,,,1,2,23,4,13,131
"18-32-76-81","9544-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,1,99,1,31,1,1,,0,10,97,,,3,97,,,3,1,6,,,,,,,,,,,,,4,2,21,5,2,21
"18-32-76-81","9544-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,5,99,2,0,1,2,1,10,14,97,,,3,97,,,3,1,6,,,,,,,,,,,,,4,2,21,2,2,21
"18-32-76-81","9544-001-99",,3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,8,99,2,0,1,2,1,8,14,97,,,3,97,,,5,2,,,,,,,,,,,,,,,,,,,
"88-45-34-30","9545-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,1,99,1,31,1,1,,0,7,97,,,3,97,,,5,1,6,,,,,,,,,,,,,2,20,205,2,20,206
"88-45-34-30","9545-001-99",,2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,8,99,1,31,1,2,1,0,14,98,,15,8,97,,,8,1,6,,,,,,,,,,,,,1,20,205,2,20,206
"14-84-37-57","9546-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",38,1,99,1,31,1,1,,0,7,98,,16,2,98,,15,2,1,1,2,2,,,,1,2,,,,2,,5,2,23,5,5,52
"14-84-37-57","9546-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,2,99,1,31,1,1,,0,10,98,,25,3,97,,,3,1,1,1,2,,,,1,1,,,,2,,5,2,23,5,3,36
"14-84-37-57","9546-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"14-84-37-57","9546-001-99",,4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"01-08-69-41","9547-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,1,99,1,30,1,1,,0,10,97,,,3,97,,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"01-08-69-41","9547-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,2,99,2,6,1,2,1,0,11,97,,,3,97,,,3,1,1,1,2,,,,1,1,,,,2,,16,21,216,3,21,216
"01-08-69-41","9547-001-99",,3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,31,1,1,,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"01-08-69-41","9547-001-99",,4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,31,1,2,1,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"58-17-88-68","9552-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,1,99,1,31,1,1,,0,10,97,,,3,97,,,3,1,6,,,,,,,,,,,,,10,1,11,1,1,11
"58-17-88-68","9552-001-99",,2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,8,99,1,31,1,2,1,0,10,97,,,3,97,,,3,1,6,,,,,,,,,,,,,4,1,11,1,1,11
"21-71-29-99","9553-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,1,99,1,31,1,1,,0,5,97,,,3,98,,21,3,1,1,4,2,,,,1,2,,,,2,,99,,,,,
"21-71-29-99","9553-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,2,99,1,31,1,1,,0,10,97,,,3,98,,18,3,1,1,4,2,,,,1,1,,,,2,,2,2,23,5,13,133
"21-71-29-99","9553-001-99",,3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"74-06-60-44","9554-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",48,1,99,1,24,1,2,4,0,10,98,,7,2,98,,47,1,1,7,,,,,,,,,,,,,99,,,,,
"74-06-60-44","9554-001-99",,2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",45,5,99,1,31,1,2,3,0,9,98,,4,2,98,,44,1,1,6,,,,,,,,,,,,,99,,,,,
"74-06-60-44","9554-001-99",,3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,3,99,1,31,1,1,,0,10,98,,9,3,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"74-06-60-44","9554-001-99",,4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,3,99,1,31,1,1,,0,3,98,,9,3,96,1,,,1,6,,,,,,,,,,,,,18,2,22,4,2,22
"74-06-60-44","9554-001-99",,5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,31,1,2,1,0,14,98,,2,3,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"74-06-60-44","9554-001-99",,6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,6,99,1,31,1,2,1,0,14,99,,,8,98,,1,3,1,6,,,,,,,,,,,,,99,,,,,
"54-18-49-98","9555-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,1,99,1,10,1,1,,0,14,98,,5,3,97,,,3,1,1,1,3,,,,1,2,,,,2,,1,7,74,2,10,106
"54-18-49-98","9555-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,2,99,1,31,1,1,,0,14,97,,,3,97,,,3,1,1,1,3,,,,1,1,,,,2,,3,11,113,2,11,113
"33-31-92-81","9556-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",68,1,99,1,31,1,1,,0,11,98,,43,3,98,,53,1,1,7,,,,,,,,,,,,,60,2,21,4,2,21
"33-31-92-81","9556-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",40,3,99,1,31,1,2,1,0,11,98,,14,2,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"33-31-92-81","9556-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,3,99,1,31,1,1,,0,10,98,,10,2,96,1,,,1,1,1,2,,,,2,,,,,1,,99,,,,,
"33-31-92-81","9556-001-99",,4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,6,99,1,31,1,1,,0,11,97,,,5,96,3,,,1,6,,,,,,,,,,,,,99,,,,,
"33-31-92-81","9556-001-99",,5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,6,99,1,31,1,1,,0,14,97,,,5,98,,1,8,1,6,,,,,,,,,,,,,99,,,,,
"33-31-92-81","9556-001-99",,6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,6,99,1,31,1,1,,0,14,97,,,4,96,3,,,1,6,,,,,,,,,,,,,99,,,,,
"33-31-92-81","9556-001-99",,7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,6,99,1,31,1,2,1,0,14,97,,,5,96,3,,,2,,,,,,,,,,,,,,,,,,,
"67-78-91-43","9557-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,1,99,1,31,1,1,,0,7,98,,14,1,97,,,3,1,1,1,2,,,,1,2,,,,2,,3,2,23,5,3,31
"67-78-91-43","9557-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,2,99,1,31,1,1,,0,11,98,,1,8,97,,,1,1,1,1,2,,,,1,1,,,,2,,3,2,23,5,21,215
"67-78-91-43","9557-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"67-78-91-43","9557-001-99",,4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"97-29-97-95","9558-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",75,1,99,1,31,1,1,,0,10,98,,43,1,98,,70,1,1,5,,,,,,,,,,,,,15,4,44,5,13,133
"61-57-16-32","9559-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,1,99,1,31,1,1,,0,10,98,,16,3,97,,,3,1,3,,,,,,1,2,,,,2,,7,3,31,5,3,31
"61-57-16-32","9559-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,2,99,1,31,1,1,,0,11,98,,23,8,97,,,3,1,3,,,,,,1,1,,,,2,,8,3,31,1,3,31
"61-57-16-32","9559-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"61-57-16-32","9559-001-99",,4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"67-23-60-02","9564-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",48,1,99,1,30,1,1,,0,10,98,,38,3,97,,,3,1,4,,,,,,,,,,,,,15,3,32,5,3,32
"67-23-60-02","9564-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,6,99,1,30,1,2,1,0,14,97,,,3,97,,,3,2,,,,,,,,,,,,,,,,,,,
"67-23-60-02","9564-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,6,99,1,30,1,2,1,0,17,97,,,3,97,,,3,2,,,,,,,,,,,,,,,,,,,
"78-43-50-87","9565-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,1,99,1,30,1,1,,0,7,98,,22,8,97,,,3,1,4,,,,,,,,,,,,,99,,,,,
"78-43-50-87","9565-001-99",,2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,30,1,2,1,0,14,97,,,3,96,1,,,2,,,,,,,,,,,,,,,,,,,
"78-43-50-87","9565-001-99",,3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,2,1,0,17,97,,,6,96,1,,,2,,,,,,,,,,,,,,,,,,,
"44-13-16-23","9566-001-99",,1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,1,99,1,30,1,1,,0,7,97,,,3,97,,,3,1,1,1,2,,,,2,,,,,1,,5,2,23,5,21,212
"44-13-16-23","9566-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,99,1,30,1,2,1,0,14,97,,,3,96,1,,,2,,,,,,,,,,,,,,,,,,,
"44-13-16-23","9566-001-99",,3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,30,1,2,1,0,14,97,,,3,96,1,,,2,,,,,,,,,,,,,,,,,,,
"44-13-16-23","9566-001-99",,4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,5,99,1,30,1,1,,0,14,97,,,3,97,,,3,1,6,,,,,,,,,,,,,1,21,212,5,21,212
"49-51-35-87","9567-001-99",,1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,1,99,1,30,1,2,2,6,4,98,,24,8,97,,,8,1,1,1,2,,,,1,2,,,,2,,7,7,71,1,4,44
"49-51-35-87","9567-001-99",,2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,2,99,1,30,1,1,,7,16,98,,13,8,97,,,3,1,1,2,2,,,,1,1,,,,2,,1,7,71,3,6,63
