"interview__key","y5_hhid","y4_hhid","indidy5","hh_b01","hh_b02","hh_b03_1","hh_b03_2","hh_b04","hh_b05","hh_b06","hh_b07","hh_b08","hh_b09_1","hh_b0a","hh_b0b","hh_b10","hh_b11","hh_b12_1","hh_b12_2","hh_b13","hh_b14","hh_b15_1","hh_b15_2","hh_b16","hh_b17","hh_b18","hh_b19","hh_b20","hh_b21_1","hh_b21_2","hh_b21_3","hh_b21_4","hh_b22","hh_b23_1","hh_b23_2","hh_b23_3","hh_b23_4","hh_b24","hh_b25","hh_b26","hh_b27_2","hh_b27_3","hh_b28","hh_b29_2","hh_b29_3"
"34-43-26-39","2806-001-01","2806-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,4,1,28,1,2,2,0,13,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"34-43-26-39","2806-001-01","2806-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,5,1,28,1,2,2,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"34-43-26-39","2806-001-01","2806-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,6,1,28,1,2,2,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"34-43-26-39","2806-001-01","2806-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,7,1,28,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"34-43-26-39","2806-001-01","2806-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,28,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"95-20-72-75","2807-001-01","2807-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,1,1,1,28,1,1,,0,1,98,,36,8,97,,,8,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"95-20-72-75","2807-001-01","2807-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,2,2,1,28,1,2,1,0,11,98,,24,8,98,,14,8,1,1,2,2,,,,1,1,,,,2,,99,,,,,
"95-20-72-75","2807-001-01","2807-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,4,3,1,28,1,2,1,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"95-20-72-75","2807-001-01","2807-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,4,4,1,28,1,2,1,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"95-20-72-75","2807-001-01","2807-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,28,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"95-20-72-75","2807-001-01","2807-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,28,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"57-77-58-51","2808-001-01","2808-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",58,1,1,1,28,1,1,,0,5,98,,35,1,97,,,3,1,1,1,2,,,,1,2,,,,2,,15,51,512,5,54,542
"57-77-58-51","2808-001-01","2808-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",51,2,2,1,28,1,1,,0,1,98,,40,3,98,,50,1,1,1,1,2,,,,1,1,,,,2,,15,52,521,5,51,512
"57-77-58-51","2808-001-01","2808-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,3,3,1,28,1,1,,0,11,96,1,,,96,2,,,1,7,,,,,,,,,,,,,15,51,512,5,51,512
"57-77-58-51","2808-001-01","2808-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,3,5,1,28,1,2,2,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"57-77-58-51","2808-001-01","2808-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,6,6,1,28,1,2,2,0,14,97,,,4,97,,,4,1,6,,,,,,,,,,,,,99,,,,,
"57-77-58-51","2808-001-01","2808-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,8,99,1,28,1,1,,0,14,98,,15,4,97,,,4,1,6,,,,,,,,,,,,,3,51,512,4,51,512
"57-77-58-51","2808-001-01","2808-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,6,99,1,28,1,2,3,0,17,97,,,4,96,3,,,2,,,,,,,,,,,,,,,,,,,
"57-77-58-51","2808-001-01","2808-001",10,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,6,99,1,28,1,2,3,0,17,97,,,4,96,3,,,2,,,,,,,,,,,,,,,,,,,
"77-46-65-69","2808-001-04","2808-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,1,99,1,28,1,1,,0,1,99,,,8,97,,,4,1,1,1,2,,,,1,2,,,,2,,0,51,512,3,52,521
"77-46-65-69","2808-001-04","2808-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,2,4,1,28,1,1,,11,11,97,,,3,97,,,2,1,1,1,2,,,,1,1,,,,2,,0,52,521,3,51,512
"24-36-34-30","2809-001-01","2809-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,1,1,1,28,1,2,2,0,10,97,,,4,97,,,3,1,1,1,2,,,,1,2,,,,2,,4,52,521,5,52,521
"24-36-34-30","2809-001-01","2809-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,2,2,1,28,1,1,,0,11,97,,,4,97,,,3,1,1,1,2,,,,1,1,,,,2,,4,52,521,5,52,521
"24-36-34-30","2809-001-01","2809-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,3,1,28,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"24-36-34-30","2809-001-01","2809-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,28,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"37-58-50-61","2810-001-01","2810-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",54,1,1,2,28,1,1,,0,5,97,,,3,98,,40,1,1,7,,,,,,,,,,,,,99,,,,,
"42-67-05-59","2811-001-01","2811-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",76,1,1,1,28,1,2,2,0,1,98,,50,1,98,,40,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"42-67-05-59","2811-001-01","2811-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",58,2,2,1,28,1,1,,0,5,98,,40,1,98,,48,1,1,1,1,2,,,,1,1,,,,2,,30,52,521,3,52,521
"42-67-05-59","2811-001-01","2811-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,3,4,1,28,1,2,2,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,10,52,521,2,52,521
"59-21-01-60","2811-001-03","2811-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,1,3,1,28,1,1,,0,1,97,,,1,97,,,4,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"59-21-01-60","2811-001-03","2811-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,2,99,1,28,1,1,,0,10,98,,0,8,98,,20,4,1,1,1,2,,,,1,1,,,,2,,2,52,521,3,52,521
"59-21-01-60","2811-001-03","2811-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,28,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"59-21-01-60","2811-001-03","2811-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,28,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"87-98-39-37","2811-001-05","2811-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,1,5,1,28,1,2,2,0,9,97,,,8,97,,,8,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"87-98-39-37","2811-001-05","2811-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,2,99,1,28,1,1,,0,10,97,,,6,97,,,6,1,1,1,2,,,,1,1,,,,2,,2,53,532,3,53,532
"76-91-42-39","2812-001-01","2812-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,1,1,1,28,1,1,,0,1,97,,,8,97,,,8,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"76-91-42-39","2812-001-01","2812-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,2,2,1,28,1,2,1,0,1,97,,,8,97,,,8,1,1,1,2,,,,1,1,,,,2,,9,51,511,3,51,511
"76-91-42-39","2812-001-01","2812-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,3,1,28,1,2,1,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"76-91-42-39","2812-001-01","2812-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,28,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"76-91-42-39","2812-001-01","2812-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,28,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"76-91-42-39","2812-001-01","2812-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,28,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"76-91-42-39","2812-001-01","2812-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,4,99,1,28,1,2,1,0,14,97,,,8,97,,,3,2,,,,,,,,,,,,,,,,,,,
"80-80-65-62","2824-001-01","2824-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",86,1,1,1,30,1,1,,0,15,98,,60,1,98,,13,1,1,7,,,,,,,,,,,,,99,,,,,
"80-80-65-62","2824-001-01","2824-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",63,6,2,1,30,1,1,,0,10,98,,48,1,96,1,,,1,7,,,,,,,,,,,,,99,,,,,
"19-85-67-17","2824-001-03","2824-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",57,1,99,1,30,1,2,5,0,9,98,,48,3,98,,50,8,1,7,,,,,,,,,,,,,2,53,532,5,52,521
"19-85-67-17","2824-001-03","2824-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,3,99,1,30,1,2,5,0,16,97,,,8,96,1,,,1,1,1,2,,,,1,3,,,,2,,2,52,522,5,53,532
"19-85-67-17","2824-001-03","2824-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,8,3,1,30,1,1,,0,11,97,,,8,97,,,8,1,1,1,2,,,,1,2,,,,2,,2,52,522,3,52,522
"19-85-67-17","2824-001-03","2824-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",45,8,99,1,30,1,1,,0,2,98,,23,1,97,,,1,1,1,4,2,,,,1,5,,,,2,,5,53,532,5,53,532
"19-85-67-17","2824-001-03","2824-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,3,99,1,30,1,1,,0,10,98,,16,8,96,1,,,1,1,1,2,,,,1,4,,,,2,,5,53,532,5,53,532
"19-85-67-17","2824-001-03","2824-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,6,99,1,30,1,2,5,0,14,98,,10,8,96,5,,,1,6,,,,,,,,,,,,,5,53,532,4,53,532
"19-85-67-17","2824-001-03","2824-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,6,99,1,30,1,2,5,0,14,96,4,,,96,5,,,1,6,,,,,,,,,,,,,5,53,532,4,53,532
"19-85-67-17","2824-001-03","2824-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,6,99,1,30,1,2,5,0,14,96,4,,,96,5,,,2,,,,,,,,,,,,,,,,,,,
"19-85-67-17","2824-001-03","2824-001",9,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,6,99,1,30,1,2,5,0,14,96,4,,,96,5,,,2,,,,,,,,,,,,,,,,,,,
"19-85-67-17","2824-001-03","2824-001",10,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,6,99,1,30,1,2,5,0,17,96,2,,,96,3,,,2,,,,,,,,,,,,,,,,,,,
"67-58-37-56","2825-001-02","2825-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,1,3,1,30,1,1,,0,7,97,,,3,98,,15,2,1,1,1,2,,,,1,3,,,,2,,99,,,,,
"67-58-37-56","2825-001-02","2825-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,2,2,1,30,1,1,,0,2,97,,,3,97,,,3,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"67-58-37-56","2825-001-02","2825-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,2,3,0,17,96,2,,,96,3,,,2,,,,,,,,,,,,,,,,,,,
"21-09-62-82","2826-001-01","2826-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",89,1,1,1,30,1,1,,0,16,98,,18,1,98,,22,1,1,4,,,,,,,,,,,,,99,,,,,
"21-09-62-82","2826-001-01","2826-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,3,3,1,30,1,1,,0,2,96,1,,,98,,19,1,1,6,,,,,,,,,,,,,99,,,,,
"41-80-74-82","2827-001-01","2827-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,1,1,2,3,1,1,,1,10,97,,,5,97,,,5,1,1,2,2,,,,1,2,,,,2,,2,52,522,5,52,522
"41-80-74-82","2827-001-01","2827-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,2,2,2,0,1,1,,9,10,97,,,3,99,,,8,1,1,1,2,,,,1,1,,,,2,,2,52,522,5,52,522
"41-80-74-82","2827-001-01","2827-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,2,0,1,2,2,3,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"41-80-74-82","2827-001-01","2827-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,2,0,1,2,2,3,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"23-80-00-29","2828-001-01","2828-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",47,1,1,1,30,1,1,,0,9,98,,37,2,98,,45,2,1,1,2,2,,,,1,2,,,,2,,99,,,,,
"23-80-00-29","2828-001-01","2828-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,2,2,1,30,1,1,,0,10,98,,28,8,97,,,2,1,1,1,2,,,,1,1,,,,2,,8,53,531,3,52,522
"23-80-00-29","2828-001-01","2828-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23-80-00-29","2828-001-01","2828-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,30,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"23-80-00-29","2828-001-01","2828-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,2,30,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"23-80-00-29","2828-001-01","2828-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,99,1,30,1,2,1,0,14,96,1,,,97,,,4,2,,,,,,,,,,,,,,,,,,,
"57-13-03-72","2829-001-01","2829-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",72,1,1,1,30,1,1,,0,1,98,,15,2,98,,12,1,1,1,4,2,,,,1,2,,,,2,,99,,,,,
"57-13-03-72","2829-001-01","2829-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",53,2,2,1,30,1,2,1,0,11,98,,50,3,97,,,2,1,1,1,2,,,,1,1,,,,2,,99,,,,,
"57-13-03-72","2829-001-01","2829-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,3,4,1,30,1,2,1,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"57-13-03-72","2829-001-01","2829-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,5,1,30,1,2,1,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"80-05-91-63","2829-001-03","2829-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,1,99,1,30,1,1,,0,7,97,,,5,97,,,4,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"80-05-91-63","2829-001-03","2829-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,2,3,1,30,1,1,,0,11,97,,,5,97,,,4,1,1,1,2,,,,1,1,,,,2,,3,53,532,3,53,532
"80-05-91-63","2829-001-03","2829-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,30,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"13-39-33-84","2833-001-01","2833-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",49,1,1,1,14,1,2,2,0,2,98,,45,3,98,,41,3,1,2,1,2,2,,,1,2,,,,1,1,99,,,,,
"13-39-33-84","2833-001-01","2833-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",45,2,2,1,30,1,1,,0,10,98,,44,2,97,,,2,1,1,1,2,,,,1,1,,,,2,,27,53,531,3,52,522
"13-39-33-84","2833-001-01","2833-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,3,99,1,30,1,1,,9,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"54-69-14-26","2834-001-01","2834-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",50,1,1,1,30,1,1,,0,1,98,,45,1,97,,,3,1,5,,,,,,,,,,,,,99,,,,,
"55-34-29-76","2834-001-02","2834-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",33,1,99,1,15,1,2,2,0,7,97,,,2,97,,,3,1,2,4,2,2,,,1,2,,,,1,1,2,51,512,3,51,512
"55-34-29-76","2834-001-02","2834-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,2,2,1,30,1,1,,0,16,97,,,3,97,,,2,1,1,2,2,,,,1,1,,,,2,,2,51,511,3,51,511
"75-91-49-95","2843-001-01","2843-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",84,1,1,1,31,1,1,,0,1,98,,25,1,98,,45,1,1,1,1,2,,,,1,2,,,,2,,7,8,82,4,8,82
"75-91-49-95","2843-001-01","2843-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",68,2,2,1,31,1,1,,0,1,98,,35,1,98,,46,1,1,1,1,2,,,,1,1,,,,2,,7,8,82,4,8,81
"75-91-49-95","2843-001-01","2843-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,6,4,1,31,1,2,1,0,14,97,,,3,97,,,1,1,6,,,,,,,,,,,,,7,8,82,4,8,82
"97-90-78-93","2845-001-01","2845-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",43,1,1,1,29,1,1,,0,1,97,,,1,97,,,1,1,4,,,,,,,,,,,,,99,,,,,
"18-57-38-57","2846-001-02","2846-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,2,2,1,31,1,1,,0,1,98,,28,3,97,,,2,1,1,2,2,,,,1,6,,,,2,,99,,,,,
"18-57-38-57","2846-001-02","2846-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,4,3,1,31,1,2,2,0,14,97,,,1,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"18-57-38-57","2846-001-02","2846-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,4,4,1,31,1,2,2,0,14,97,,,3,96,2,,,2,,,,,,,,,,,,,,,,,,,
"18-57-38-57","2846-001-02","2846-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",45,1,99,1,31,1,2,2,0,1,97,,,8,97,,,8,1,1,2,2,,,,1,2,,,,2,,99,,,,,
"18-57-38-57","2846-001-02","2846-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,2,0,17,96,6,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"42-58-28-21","2847-001-01","2847-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",67,1,1,1,31,1,1,,0,15,98,,43,1,98,,51,1,1,7,,,,,,,,,,,,,20,8,81,4,8,82
"42-58-28-21","2847-001-01","2847-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,6,2,1,31,1,2,1,0,14,97,,,5,97,,,5,1,6,,,,,,,,,,,,,99,,,,,
"42-58-28-21","2847-001-01","2847-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,6,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-58-23-03","2848-001-01","2848-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",49,1,1,1,20,1,1,,0,1,98,,12,3,98,,47,3,1,2,1,2,2,,,1,2,,,,1,1,33,8,82,5,8,82
"45-58-23-03","2848-001-01","2848-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",47,2,2,1,31,1,1,,0,1,98,,29,8,98,,26,3,1,1,1,2,,,,1,1,,,,2,,30,8,82,3,8,82
"45-58-23-03","2848-001-01","2848-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,3,3,1,31,1,2,2,0,1,96,1,,,98,,9,3,1,5,,,,,,,,,,,,,99,,,,,
"45-58-23-03","2848-001-01","2848-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,3,5,1,31,1,1,,0,10,96,1,,,96,2,,,1,1,1,2,,,,1,8,,,,2,,99,,,,,
"45-58-23-03","2848-001-01","2848-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,6,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"45-58-23-03","2848-001-01","2848-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,6,99,1,31,1,2,2,0,17,96,5,,,96,8,,,2,,,,,,,,,,,,,,,,,,,
"45-58-23-03","2848-001-01","2848-001",8,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,10,99,1,31,1,1,,0,1,97,,,1,97,,,1,1,1,1,2,,,,1,5,,,,2,,2,8,82,3,8,82
"94-34-32-83","2848-001-05","2848-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,1,4,1,31,1,1,,0,1,97,,,2,97,,,1,1,1,1,2,,,,1,2,,,,2,,2,8,81,5,8,81
"94-34-32-83","2848-001-05","2848-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,2,99,1,31,1,1,,0,1,97,,,3,97,,,3,1,1,1,2,,,,1,1,,,,2,,2,8,81,3,8,81
"32-62-78-17","2849-001-01","2849-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",44,1,1,1,31,1,1,,1,1,97,,,3,97,,,3,1,1,4,3,,,,1,2,,,,2,,3,8,81,5,8,81
"32-62-78-17","2849-001-01","2849-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",39,2,2,1,31,1,1,,2,1,98,,16,3,97,,,8,1,1,4,3,,,,1,1,,,,2,,3,8,81,5,8,81
"32-62-78-17","2849-001-01","2849-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,3,1,31,1,2,1,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"32-62-78-17","2849-001-01","2849-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"28-25-83-47","2850-001-01","2850-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",58,1,1,1,30,1,1,,0,1,97,,,1,98,,57,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"28-25-83-47","2850-001-01","2850-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",50,2,2,1,30,1,1,,0,1,98,,18,1,96,5,,,1,1,1,2,,,,1,1,,,,2,,34,8,81,3,8,82
"28-25-83-47","2850-001-01","2850-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,4,1,20,1,2,1,4,16,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
