"UPI","y4_hhid","indidy4","y5_hhid","indidy5"
2706,"7823-001",2,"7823-001-02",2
2707,"7823-001",3,"7823-001-01",3
2708,"7822-001",1,"7822-001-01",1
2709,"7822-001",2,"7822-001-01",2
2710,"7822-001",3,"7822-001-01",3
2711,"7821-001",1,"7821-001-01",1
2712,"7821-001",2,"7821-001-02",1
2713,"7811-001",1,"7811-001-01",1
2714,"7809-001",1,"7809-001-01",1
2715,"7809-001",2,"7809-001-01",2
2716,"7808-001",1,"7808-001-01",1
2717,"7808-001",2,"7808-001-01",2
2718,"7808-001",3,"7808-001-01",3
2719,"7807-001",1,"7807-001-01",1
2720,"7806-001",1,"7806-001-01",1
2721,"7806-001",2,"7806-001-02",2
2722,"7806-001",3,,
2723,"7806-001",4,"7806-001-01",4
2724,"7806-001",5,,
2725,"7805-001",1,"7805-001-01",1
2726,"7805-001",2,"7805-001-01",2
2727,"7805-001",3,"7805-001-01",3
2728,"7804-001",1,"7804-001-01",1
2729,"7804-001",2,,
2730,"7802-001",1,"7802-001-01",1
2731,"7802-001",2,"7802-001-01",2
2732,"7802-001",3,"7802-001-01",3
2733,"7802-001",4,"7802-001-01",4
2734,"7802-001",5,"7802-001-01",5
2735,"7790-001",1,,
2736,"7790-001",2,"7790-001-02",2
2737,"7789-001",1,"7789-001-01",1
2738,"7789-001",2,"7789-001-02",2
2739,"7788-001",1,"7788-001-01",1
2740,"7788-001",2,"7788-001-02",1
2741,"7788-001",3,"7788-001-01",3
2742,"7788-001",4,"7788-001-01",4
2743,"7788-001",5,"7788-001-01",5
2744,"7787-001",1,,
2745,"7786-001",1,"7786-001-01",1
2746,"7786-001",2,,
2747,"7786-001",3,"7786-001-01",3
2748,"7786-001",4,"7786-001-01",4
2749,"7785-001",1,"7785-001-01",1
2750,"7785-001",2,"7785-001-01",2
2751,"7785-001",3,,
2752,"7785-001",4,"7785-001-01",4
2753,"7785-001",5,"7785-001-01",5
2754,"7785-001",6,"7785-001-01",6
2755,"7785-001",7,"7785-001-07",2
2756,"7785-001",8,"7785-001-01",8
2757,"7785-001",9,"7785-001-01",9
2758,"7784-001",1,"7784-001-01",1
2759,"7784-001",2,"7784-001-01",2
2760,"7784-001",3,"7784-001-01",3
2761,"7784-001",4,"7784-001-01",4
2762,"7784-001",5,"7784-001-05",1
2763,"7783-001",1,"7783-001-01",1
2764,"7783-001",2,"7783-001-01",2
2765,"7772-001",1,"7772-001-01",1
2766,"7772-001",2,"7772-001-01",2
2767,"7772-001",3,,
2768,"7772-001",4,"7772-001-01",4
2769,"7771-001",1,"7771-001-01",1
2770,"7771-001",2,"7771-001-01",2
2771,"7771-001",3,"7771-001-02",1
2772,"7771-001",4,"7771-001-01",4
2773,"7771-001",5,"7771-001-01",5
2774,"7771-001",6,"7771-001-01",6
2775,"7771-001",7,"7771-001-07",1
2776,"7770-001",1,"7770-001-01",1
2777,"7770-001",2,"7770-001-01",2
2778,"7770-001",3,"7770-001-01",3
2779,"7770-001",4,"7770-001-01",4
2780,"7768-001",1,"7768-001-01",1
2781,"7768-001",2,"7768-001-02",1
2782,"7768-001",3,"7768-001-02",2
2783,"7768-001",4,"7768-001-02",3
2784,"7767-001",1,"7767-001-01",1
2785,"7767-001",2,"7767-001-02",2
2786,"7767-001",3,,
2787,"7767-001",4,"7767-001-02",3
2788,"7766-001",1,,
2789,"7766-001",2,"7766-001-02",2
2790,"7766-001",3,"7766-001-02",3
2791,"7766-001",4,"7766-001-02",4
2792,"7765-001",1,"7765-001-01",1
2793,"7765-001",2,,
2794,"7764-001",1,"7764-001-01",2
2795,"7764-001",2,"7764-001-01",3
2796,"7752-001",1,"7752-001-01",1
2797,"7752-001",2,"7752-001-02",1
2798,"7752-001",3,"7752-001-02",2
2799,"7752-001",4,"7752-001-01",4
2800,"7751-001",1,"7751-001-01",1
2801,"7751-001",2,"7751-001-01",2
2802,"7751-001",3,"7751-001-01",3
2803,"7750-001",1,,
2804,"7749-001",1,"7749-001-01",1
2805,"7749-001",2,"7749-001-01",2
2806,"7749-001",3,"7749-001-01",3
2807,"7749-001",4,"7749-001-01",4
2808,"7749-001",5,"7749-001-01",5
2809,"7749-001",6,"7749-001-01",6
2810,"7748-001",1,"7748-001-01",1
2811,"7748-001",2,"7748-001-01",2
2812,"7748-001",3,,
2813,"7748-001",4,"7748-001-01",4
2814,"7747-001",1,"7747-001-01",1
2815,"7747-001",2,"7747-001-01",2
2816,"7747-001",3,"7747-001-01",3
2817,"7747-001",4,"7747-001-01",4
2818,"7747-001",5,"7747-001-01",5
2819,"7747-001",6,"7747-001-01",6
2820,"7746-001",1,"7746-001-01",1
2821,"7746-001",2,"7746-001-01",2
2822,"7746-001",3,"7746-001-01",3
2823,"7746-001",4,"7746-001-04",4
2824,"7745-001",1,,
2825,"7745-001",2,"7745-001-02",2
2826,"7745-001",3,"7745-001-02",3
2827,"7745-001",4,"7745-001-02",4
2828,"7745-001",5,"7745-001-02",5
2829,"7733-001",1,"7733-001-01",1
2830,"7733-001",2,"7733-001-01",2
2831,"7733-001",3,"7733-001-03",1
2832,"7733-001",4,,
2833,"7732-001",1,"7732-001-01",1
2834,"7732-001",2,"7732-001-01",2
2835,"7732-001",3,"7732-001-01",3
2836,"7732-001",4,"7732-001-01",4
2837,"7732-001",5,"7732-001-05",2
2838,"7732-001",6,"7732-001-06",4
2839,"7732-001",7,"7732-001-01",7
2840,"7732-001",8,"7732-001-01",8
2841,"7732-001",9,"7732-001-09",3
2842,"7731-001",1,"7731-001-01",1
2843,"7731-001",2,"7731-001-01",2
2844,"7731-001",3,"7731-001-01",3
2845,"7731-001",4,"7731-001-01",4
2846,"7730-001",1,"7730-001-01",1
2847,"7730-001",2,"7730-001-01",2
2848,"7730-001",3,"7730-001-01",3
2849,"7729-001",1,"7729-001-01",1
2850,"7729-001",2,"7729-001-01",2
2851,"7729-001",3,"7729-001-01",3
2852,"7728-001",1,"7728-001-01",1
2853,"7728-001",2,"7728-001-01",2
2854,"7728-001",3,"7728-001-01",3
2855,"7728-001",4,"7728-001-04",2
2856,"7727-001",1,"7727-001-01",1
2857,"7727-001",2,"7727-001-02",2
2858,"7727-001",3,"7727-001-03",1
2859,"7727-001",4,"7727-001-01",4
2860,"7727-001",5,"7727-001-01",5
2861,"7726-001",1,"7726-001-01",1
2862,"7726-001",2,"7726-001-01",2
2863,"7726-001",3,"7726-001-01",3
2864,"7726-001",4,"7726-001-01",4
2865,"7726-001",5,,
2866,"7726-001",6,"7726-001-01",6
2867,"7714-001",1,,
2868,"7714-001",2,,
2869,"7714-001",3,,
2870,"7714-001",4,,
2871,"7713-001",1,"7713-001-01",1
2872,"7713-001",2,,
2873,"7712-001",1,"7712-001-01",1
2874,"7712-001",2,"7712-001-01",2
2875,"7712-001",3,,
2876,"7712-001",4,"7712-001-01",4
2877,"7712-001",5,"7712-001-05",2
2878,"7711-001",1,"7711-001-01",1
2879,"7711-001",2,"7711-001-01",2
2880,"7711-001",3,"7711-001-01",3
2881,"7711-001",4,"7711-001-01",4
2882,"7710-001",1,"7710-001-01",1
2883,"7710-001",2,"7710-001-02",2
2884,"7710-001",3,,
2885,"7709-001",1,"7709-001-01",1
2886,"7709-001",2,"7709-001-01",2
2887,"7709-001",3,"7709-001-01",3
2888,"7709-001",4,"7709-001-04",1
2889,"7708-001",1,"7708-001-01",1
2890,"7708-001",2,"7708-001-01",2
2891,"7707-001",1,"7707-001-01",1
2892,"7707-001",2,"7707-001-01",2
2893,"7707-001",3,"7707-001-01",3
2894,"7695-001",1,"7695-001-01",1
2895,"7695-001",2,"7695-001-01",2
2896,"7694-001",1,"7694-001-01",1
2897,"7694-001",2,"7694-001-01",2
2898,"7693-001",1,"7693-001-01",1
2899,"7693-001",2,"7693-001-02",1
2900,"7693-001",3,"7693-001-01",3
2901,"7693-001",4,"7693-001-01",4
2902,"7692-001",1,"7692-001-01",1
2903,"7692-001",2,"7692-001-01",2
2904,"7692-001",3,,
2905,"7692-001",4,"7692-001-01",4
2906,"7691-001",1,,
2907,"7690-001",1,,
2908,"7690-001",2,"7690-001-02",2
2909,"7690-001",3,"7690-001-02",3
2910,"7689-001",1,"7689-001-01",1
2911,"7689-001",2,"7689-001-01",2
2912,"7689-001",3,"7689-001-01",4
2913,"7689-001",4,"7689-001-01",3
2914,"7689-001",5,,
2915,"7688-001",1,"7688-001-01",1
2916,"7688-001",2,"7688-001-01",2
2917,"7688-001",3,"7688-001-01",3
2918,"7688-001",4,"7688-001-01",4
2919,"7688-001",5,"7688-001-01",5
2920,"7688-001",6,"7688-001-01",6
2921,"7676-001",1,"7676-001-01",1
2922,"7676-001",2,,
2923,"7675-001",1,"7675-001-01",1
2924,"7675-001",2,"7675-001-01",2
2925,"7674-001",1,"7674-001-01",1
2926,"7673-001",1,,
2927,"7673-001",2,,
2928,"7672-001",1,"7672-001-01",1
2929,"7672-001",2,"7672-001-01",2
2930,"7672-001",3,"7672-001-01",3
2931,"7672-001",4,"7672-001-01",4
2932,"7672-001",5,,
2933,"7671-001",1,"7671-001-01",1
2934,"7671-001",2,"7671-001-01",2
2935,"7671-001",3,"7671-001-01",3
2936,"7671-001",4,"7671-001-01",4
2937,"7670-001",1,,
2938,"7670-001",2,,
2939,"7670-001",3,,
2940,"7669-001",1,,
2941,"7669-001",2,,
2942,"7669-001",3,,
2943,"7657-001",1,"7657-001-01",1
2944,"7657-001",2,"7657-001-01",2
2945,"7657-001",3,"7657-001-03",1
2946,"7657-001",4,"7657-001-04",2
2947,"7657-001",5,"7657-001-01",5
2948,"7656-001",1,"7656-001-01",1
2949,"7656-001",2,"7656-001-01",2
2950,"7656-001",3,"7656-001-03",2
2951,"7656-001",4,"7656-001-01",4
2952,"7656-001",5,"7656-001-01",5
2953,"7656-001",6,"7656-001-01",6
2954,"7655-001",1,"7655-001-01",1
2955,"7655-001",2,"7655-001-01",2
2956,"7654-001",1,,
2957,"7654-001",2,,
2958,"7654-001",3,,
2959,"7654-001",4,,
2960,"7653-001",1,"7653-001-01",1
2961,"7653-001",2,"7653-001-01",2
2962,"7653-001",3,"7653-001-01",3
2963,"7653-001",4,"7653-001-01",4
2964,"7653-001",5,"7653-001-01",5
2965,"7652-001",1,"7652-001-01",1
2966,"7651-001",1,"7651-001-01",1
2967,"7651-001",2,"7651-001-01",2
2968,"7651-001",3,"7651-001-01",3
2969,"7650-001",1,"7650-001-01",1
2970,"7650-001",2,"7650-001-01",2
2971,"7650-001",3,"7650-001-01",3
2972,"7650-001",4,"7650-001-01",4
2973,"7650-001",5,"7650-001-01",5
2974,"7650-001",6,"7650-001-01",6
2975,"7638-001",1,"7638-001-01",1
2976,"7638-001",2,"7638-001-01",2
2977,"7638-001",3,"7638-001-01",3
2978,"7638-001",4,"7638-001-01",4
2979,"7637-001",1,"7637-001-01",2
2980,"7637-001",2,"7637-001-01",3
2981,"7637-001",3,"7637-001-01",4
2982,"7637-001",4,"7637-001-01",5
2983,"7636-001",1,"7636-001-01",1
2984,"7636-001",2,"7636-001-01",2
2985,"7636-001",3,"7636-001-01",3
2986,"7635-001",1,"7635-001-01",1
2987,"7635-001",2,"7635-001-01",2
2988,"7634-001",1,"7634-001-01",1
2989,"7634-001",2,"7634-001-01",2
2990,"7633-001",1,"7633-001-01",1
2991,"7632-001",1,"7632-001-01",1
2992,"7631-001",1,,
2993,"7631-001",2,,
2994,"7631-001",3,"7631-001-03",3
2995,"7631-001",4,,
2996,"7623-001",1,"7623-001-01",1
2997,"7623-001",2,"7623-001-01",2
2998,"7623-001",3,,
2999,"7623-001",4,"7623-001-01",4
3000,"7623-001",5,"7623-001-01",5
3001,"7623-001",6,"7623-001-01",6
3002,"7621-001",1,"7621-001-01",1
3003,"7621-001",2,"7621-001-01",2
3004,"7621-001",3,"7621-001-01",3
3005,"7621-001",4,"7621-001-01",4
3006,"7621-001",5,"7621-001-01",5
3007,"7618-001",1,,
3008,"7618-001",2,,
3009,"7618-001",3,,
3010,"7616-001",1,"7616-001-01",1
3011,"7616-001",2,"7616-001-01",2
3012,"7616-001",3,"7616-001-01",3
3013,"7616-001",4,"7616-001-01",4
3014,"7616-001",5,"7616-001-01",5
3015,"7616-001",6,"7616-001-01",6
3016,"7615-001",1,"7615-001-01",2
3017,"7615-001",2,"7615-001-02",2
3018,"7615-001",3,"7615-001-01",5
3019,"7614-001",1,"7614-001-01",1
3020,"7614-001",2,"7614-001-01",2
3021,"7613-001",1,,
3022,"7613-001",2,,
3023,"7612-001",1,"7612-001-01",1
3024,"7612-001",2,"7612-001-01",2
3025,"7612-001",3,"7612-001-01",3
3026,"7612-001",4,,
3027,"7612-001",5,"7612-001-01",5
3028,"7612-001",6,"7612-001-01",6
3029,"7612-001",7,"7612-001-01",7
3030,"7600-001",1,"7600-001-01",1
3031,"7600-001",2,"7600-001-01",2
3032,"7600-001",3,"7600-001-01",3
3033,"7600-001",4,"7600-001-01",4
3034,"7599-001",1,,
3035,"7599-001",2,"7599-001-02",2
3036,"7599-001",3,"7599-001-02",3
3037,"7599-001",4,"7599-001-02",4
3038,"7599-001",5,"7599-001-02",5
3039,"7599-001",6,"7599-001-02",6
3040,"7599-001",7,"7599-001-02",7
3041,"7599-001",8,,
3042,"7598-001",1,"7598-001-01",1
3043,"7598-001",2,"7598-001-02",1
3044,"7598-001",3,"7598-001-01",3
3045,"7598-001",4,"7598-001-01",4
3046,"7598-001",5,"7598-001-02",2
3047,"7598-001",6,"7598-001-02",4
3048,"7598-001",7,"7598-001-02",3
3049,"7597-001",1,"7597-001-01",1
3050,"7597-001",2,"7597-001-01",2
3051,"7597-001",3,"7597-001-03",1
3052,"7597-001",4,,
3053,"7597-001",5,"7597-001-01",5
3054,"7597-001",6,"7597-001-01",6
3055,"7597-001",7,"7597-001-01",7
3056,"7596-001",1,"7596-001-01",1
3057,"7596-001",2,"7596-001-01",2
3058,"7596-001",3,"7596-001-01",3
3059,"7596-001",4,"7596-001-01",4
3060,"7596-001",5,"7596-001-01",5
3061,"7596-001",6,"7596-001-01",6
3062,"7596-001",7,"7596-001-01",7
3063,"7595-001",1,"7595-001-01",1
3064,"7595-001",2,"7595-001-01",2
3065,"7595-001",3,"7595-001-03",2
3066,"7595-001",4,"7595-001-01",4
3067,"7595-001",5,"7595-001-01",5
3068,"7594-001",1,,
3069,"7594-001",2,,
3070,"7594-001",3,,
3071,"7593-001",1,"7593-001-01",1
3072,"7593-001",2,"7593-001-01",2
3073,"7593-001",3,"7593-001-03",1
3074,"7593-001",4,"7593-001-04",2
3075,"7593-001",5,"7593-001-01",5
3076,"7593-001",6,,
3077,"7581-001",1,"7581-001-01",1
3078,"7581-001",2,"7581-001-01",2
3079,"7580-001",1,"7580-001-01",1
3080,"7580-001",2,"7580-001-01",2
3081,"7580-001",3,"7580-001-01",3
3082,"7579-001",1,"7579-001-01",1
3083,"7579-001",2,"7579-001-01",2
3084,"7579-001",3,"7579-001-01",3
3085,"7579-001",4,"7579-001-01",4
3086,"7579-001",5,"7579-001-01",5
3087,"7579-001",6,"7579-001-01",6
3088,"7579-001",7,,
3089,"7579-001",8,"7579-001-01",8
3090,"7578-001",1,,
3091,"7578-001",2,"7578-001-02",2
3092,"7578-001",3,,
3093,"7577-001",1,"7577-001-01",1
3094,"7577-001",2,"7577-001-01",2
3095,"7577-001",3,,
3096,"7576-001",1,"7576-001-01",1
3097,"7576-001",2,"7576-001-01",2
3098,"7576-001",3,"7576-001-01",3
3099,"7576-001",4,"7576-001-01",4
3100,"7576-001",5,"7576-001-01",5
3101,"7575-001",1,"7575-001-01",1
3102,"7575-001",2,,
3103,"7575-001",3,"7575-001-01",3
3104,"7575-001",4,"7575-001-01",4
3105,"7575-001",5,"7575-001-01",5
3106,"7574-001",1,"7574-001-01",1
3107,"7574-001",2,"7574-001-01",2
3108,"7574-001",3,"7574-001-01",3
3109,"7574-001",4,"7574-001-01",4
3110,"7574-001",5,"7574-001-01",5
3111,"7574-001",6,"7574-001-06",2
3112,"7574-001",7,"7574-001-01",7
3113,"7568-001",1,"7568-001-01",1
3114,"7568-001",2,"7568-001-01",2
3115,"7568-001",3,"7568-001-01",3
3116,"7568-001",4,"7568-001-01",4
3117,"7568-001",5,"7568-001-01",5
3118,"7562-001",1,"7562-001-01",1
3119,"7562-001",2,"7562-001-01",2
3120,"7562-001",3,"7562-001-01",3
3121,"7561-001",1,"7561-001-01",1
3122,"7561-001",2,"7561-001-01",2
3123,"7561-001",3,"7561-001-03",2
3124,"7561-001",4,"7561-001-01",4
3125,"7561-001",5,"7561-001-01",5
3126,"7561-001",6,"7561-001-01",6
3127,"7561-001",7,"7561-001-01",7
3128,"7561-001",8,"7561-001-01",8
3129,"7560-001",1,"7560-001-01",1
3130,"7560-001",2,"7560-001-01",2
3131,"7560-001",3,"7560-001-03",3
3132,"7560-001",4,"7560-001-01",4
3133,"7560-001",5,"7560-001-01",5
3134,"7559-001",1,"7559-001-01",1
3135,"7559-001",2,"7559-001-01",2
3136,"7559-001",3,"7559-001-01",3
3137,"7559-001",4,"7559-001-01",4
3138,"7558-001",1,"7558-001-01",1
3139,"7558-001",2,"7558-001-01",2
3140,"7558-001",3,"7558-001-03",2
3141,"7558-001",4,"7558-001-01",4
3142,"7558-001",5,"7558-001-01",5
3143,"7558-001",6,"7558-001-01",6
3144,"7558-001",7,"7558-001-01",7
3145,"7558-001",8,"7558-001-01",8
3146,"7558-001",9,"7558-001-01",9
3147,"7557-001",1,,
3148,"7557-001",2,,
3149,"7557-001",3,,
3150,"7555-001",1,"7555-001-01",1
3151,"7555-001",2,"7555-001-01",2
3152,"7547-001",1,"7547-001-01",1
3153,"7547-001",2,"7547-001-01",2
3154,"7547-001",3,"7547-001-01",3
3155,"7547-001",4,"7547-001-01",4
3156,"7547-001",5,"7547-001-01",5
3157,"7547-001",6,"7547-001-01",6
3158,"7547-001",7,"7547-001-01",7
3159,"7545-001",1,"7545-001-01",1
3160,"7545-001",2,,
3161,"7545-001",3,"7545-001-01",3
3162,"7545-001",4,"7545-001-01",4
3163,"7545-001",5,"7545-001-01",5
3164,"7543-001",1,"7543-001-01",1
3165,"7543-001",2,"7543-001-01",2
3166,"7543-001",3,"7543-001-03",2
3167,"7543-001",4,"7543-001-01",4
3168,"7543-001",5,"7543-001-01",5
3169,"7542-001",1,"7542-001-01",1
3170,"7542-001",2,"7542-001-01",2
3171,"7542-001",3,"7542-001-01",3
3172,"7542-001",4,"7542-001-01",4
3173,"7542-001",5,"7542-001-01",5
3174,"7542-001",6,"7542-001-01",6
3175,"7542-001",7,"7542-001-01",7
3176,"7542-001",8,"7542-001-01",8
3177,"7541-001",1,,
3178,"7541-001",2,"7541-001-02",2
3179,"7541-001",3,"7541-001-02",3
3180,"7541-001",4,"7541-001-02",4
3181,"7540-001",1,"7540-001-01",1
3182,"7540-001",2,"7540-001-01",2
3183,"7540-001",3,"7540-001-01",3
3184,"7540-001",4,"7540-001-01",4
3185,"7540-001",5,"7540-001-01",5
3186,"7540-001",6,"7540-001-01",6
3187,"7540-001",7,"7540-001-01",7
3188,"7539-001",1,"7539-001-01",1
3189,"7539-001",2,"7539-001-01",2
3190,"7539-001",3,"7539-001-01",3
3191,"7539-001",4,"7539-001-01",4
3192,"7539-001",5,"7539-001-01",5
3193,"7536-001",1,"7536-001-01",1
3194,"7536-001",2,"7536-001-01",2
3195,"7536-001",3,"7536-001-01",3
3196,"7524-001",1,"7524-001-01",1
3197,"7524-001",2,"7524-001-01",2
3198,"7524-001",3,"7524-001-01",3
3199,"7524-001",4,"7524-001-01",4
3200,"7524-001",5,"7524-001-01",5
3201,"7524-001",6,"7524-001-01",6
3202,"7524-001",7,"7524-001-01",7
3203,"7524-001",8,"7524-001-01",8
3204,"7524-001",9,"7524-001-01",9
3205,"7524-001",10,"7524-001-01",10
3206,"7524-001",11,"7524-001-01",11
3207,"7523-001",1,"7523-001-01",1
3208,"7523-001",2,"7523-001-01",2
3209,"7523-001",3,,
3210,"7523-001",4,"7523-001-01",4
3211,"7522-001",1,"7522-001-01",1
3212,"7522-001",2,"7522-001-01",2
3213,"7522-001",3,,
3214,"7522-001",4,"7522-001-01",4
3215,"7522-001",5,"7522-001-01",5
3216,"7522-001",6,"7522-001-06",2
3217,"7522-001",7,"7522-001-01",7
3218,"7522-001",8,"7522-001-01",8
3219,"7522-001",9,"7522-001-01",9
3220,"7521-001",1,"7521-001-01",1
3221,"7521-001",2,"7521-001-01",2
3222,"7521-001",3,"7521-001-03",1
3223,"7521-001",4,"7521-001-01",4
3224,"7521-001",5,"7521-001-01",5
3225,"7521-001",6,"7521-001-01",6
3226,"7521-001",7,"7521-001-01",7
3227,"7521-001",8,"7521-001-01",8
3228,"7520-001",1,"7520-001-01",1
3229,"7520-001",2,,
3230,"7520-001",3,"7520-001-01",3
3231,"7520-001",4,"7520-001-01",4
3232,"7519-001",1,"7519-001-01",1
3233,"7519-001",2,"7519-001-01",2
3234,"7519-001",3,"7519-001-01",3
3235,"7519-001",4,"7519-001-01",4
3236,"7519-001",5,"7519-001-05",1
3237,"7518-001",1,"7518-001-01",1
3238,"7518-001",2,"7518-001-02",1
3239,"7518-001",3,"7518-001-01",3
3240,"7518-001",4,"7518-001-01",4
3241,"7518-001",5,"7518-001-01",5
3242,"7517-001",1,"7517-001-01",1
3243,"7517-001",2,"7517-001-01",2
3244,"7517-001",3,"7517-001-01",3
3245,"7517-001",4,"7517-001-01",4
3246,"7517-001",5,"7517-001-01",5
3247,"7505-001",1,"7505-001-01",1
3248,"7505-001",2,"7505-001-01",2
3249,"7505-001",3,"7505-001-01",3
3250,"7505-001",4,"7505-001-01",4
3251,"7505-001",5,"7505-001-01",5
3252,"7505-001",6,"7505-001-01",6
3253,"7505-001",7,"7505-001-01",7
3254,"7504-001",1,,
3255,"7504-001",2,,
3256,"7504-001",3,,
3257,"7504-001",4,,
3258,"7503-001",1,"7503-001-01",1
3259,"7503-001",2,"7503-001-01",2
3260,"7503-001",3,"7503-001-01",3
3261,"7503-001",4,"7503-001-01",4
3262,"7503-001",5,"7503-001-01",5
3263,"7502-001",1,"7502-001-01",1
3264,"7502-001",2,"7502-001-01",2
3265,"7502-001",3,,
3266,"7502-001",4,"7502-001-01",4
3267,"7502-001",5,"7502-001-01",5
3268,"7502-001",6,"7502-001-05",4
3269,"7502-001",7,"7502-001-01",7
3270,"7501-001",1,"7501-001-01",1
3271,"7501-001",2,"7501-001-02",2
3272,"7501-001",3,"7501-001-02",3
3273,"7501-001",4,"7501-001-02",4
3274,"7501-001",5,"7501-001-02",5
3275,"7501-001",6,"7501-001-02",6
3276,"7500-001",1,"7500-001-01",1
3277,"7500-001",2,"7500-001-01",2
3278,"7500-001",3,"7500-001-01",3
3279,"7500-001",4,"7500-001-01",4
3280,"7500-001",5,"7500-001-01",5
3281,"7500-001",6,,
3282,"7499-001",1,"7499-001-01",1
3283,"7499-001",2,"7499-001-01",2
3284,"7499-001",3,"7499-001-01",3
3285,"7499-001",4,"7499-001-01",4
3286,"7499-001",5,"7499-001-01",5
3287,"7499-001",6,"7499-001-01",6
3288,"7499-001",7,"7499-001-01",7
3289,"7498-001",1,"7498-001-01",1
3290,"7498-001",2,"7498-001-01",2
3291,"7498-001",3,"7498-001-01",3
3292,"7498-001",4,"7498-001-01",4
3293,"7498-001",5,"7498-001-01",5
3294,"7498-001",6,"7498-001-01",6
3295,"7498-001",7,"7498-001-01",7
3296,"7498-001",8,"7498-001-01",8
3297,"7487-001",1,"7487-001-01",1
3298,"7487-001",2,"7487-001-01",2
3299,"7487-001",3,"7487-001-01",3
3300,"7487-001",4,"7487-001-01",4
3301,"7487-001",5,"7487-001-01",5
3302,"7487-001",6,,
3303,"7487-001",7,"7487-001-01",7
3304,"7486-001",1,"7486-001-01",1
3305,"7486-001",2,"7486-001-01",2
3306,"7486-001",3,"7486-001-01",3
3307,"7486-001",4,"7486-001-01",4
3308,"7485-001",1,"7485-001-01",1
3309,"7485-001",2,"7485-001-01",2
3310,"7485-001",3,"7485-001-01",3
3311,"7485-001",4,"7485-001-01",4
3312,"7485-001",5,"7485-001-01",5
3313,"7484-001",1,"7484-001-01",1
3314,"7484-001",2,"7484-001-01",2
3315,"7484-001",3,"7484-001-01",3
3316,"7484-001",4,"7484-001-01",4
3317,"7484-001",5,"7484-001-01",5
3318,"7484-001",6,"7484-001-01",6
3319,"7483-001",1,"7483-001-01",1
3320,"7483-001",2,"7483-001-01",2
3321,"7483-001",3,"7483-001-01",3
3322,"7483-001",4,"7483-001-01",4
3323,"7483-001",5,"7483-001-01",5
3324,"7483-001",6,"7483-001-01",6
3325,"7483-001",7,"7483-001-01",7
3326,"7483-001",8,"7483-001-08",2
3327,"7482-001",1,,
3328,"7482-001",2,"7482-001-02",2
3329,"7482-001",3,"7482-001-02",3
3330,"7482-001",4,"7482-001-04",2
3331,"7482-001",5,"7482-001-02",5
3332,"7482-001",6,"7482-001-02",6
3333,"7482-001",7,"7482-001-03",1
3334,"7482-001",8,"7482-001-02",8
3335,"7480-001",1,"7480-001-01",1
3336,"7480-001",2,"7480-001-01",2
3337,"7480-001",3,"7480-001-01",3
3338,"7480-001",4,"7480-001-01",4
3339,"7480-001",5,"7480-001-01",5
3340,"7480-001",6,"7480-001-01",6
3341,"7479-001",1,,
3342,"7479-001",2,"7479-001-02",2
3343,"7479-001",3,"7479-001-03",2
3344,"7479-001",4,"7479-001-02",4
3345,"7479-001",5,"7479-001-02",5
3346,"7479-001",6,"7479-001-02",6
3347,"7479-001",7,"7479-001-02",7
3348,"7479-001",8,,
3349,"7479-001",9,,
3350,"7479-001",10,"7479-001-02",10
3351,"7469-001",1,"7469-001-01",1
3352,"7468-001",1,"7468-001-01",1
3353,"7468-001",2,"7468-001-01",2
3354,"7468-001",3,"7468-001-03",1
3355,"7468-001",4,"7468-001-01",4
3356,"7468-001",5,"7468-001-01",5
3357,"7468-001",6,"7468-001-01",6
3358,"7468-001",7,"7468-001-01",7
3359,"7468-001",8,,
3360,"7467-001",1,"7467-001-01",1
3361,"7467-001",2,"7467-001-04",1
3362,"7467-001",3,"7467-001-01",3
3363,"7467-001",4,"7467-001-01",4
3364,"7467-001",5,"7467-001-01",5
3365,"7467-001",6,"7467-001-01",6
3366,"7467-001",7,"7467-001-01",7
3367,"7466-001",1,"7466-001-01",1
3368,"7466-001",2,"7466-001-01",2
3369,"7466-001",3,"7466-001-01",3
3370,"7466-001",4,"7466-001-01",4
3371,"7466-001",5,"7466-001-01",5
3372,"7466-001",6,"7466-001-01",6
3373,"7465-001",1,"7465-001-01",1
3374,"7465-001",2,"7465-001-02",2
3375,"7465-001",3,"7465-001-01",3
3376,"7465-001",4,"7465-001-01",4
3377,"7463-001",1,"7463-001-01",1
3378,"7463-001",2,"7463-001-01",2
3379,"7463-001",3,"7463-001-01",3
3380,"7463-001",4,"7463-001-01",4
3381,"7463-001",5,"7463-001-01",5
3382,"7463-001",6,"7463-001-06",1
3383,"7463-001",7,"7463-001-07",1
3384,"7461-001",1,"7461-001-01",1
3385,"7461-001",2,"7461-001-01",2
3386,"7461-001",3,"7461-001-01",3
3387,"7461-001",4,"7461-001-01",4
3388,"7461-001",5,"7461-001-01",5
3389,"7460-001",1,"7460-001-01",1
3390,"7460-001",2,"7460-001-01",2
3391,"7460-001",3,"7460-001-03",1
3392,"7460-001",4,"7460-001-04",1
3393,"7460-001",5,"7460-001-01",5
3394,"7460-001",6,"7460-001-01",6
3395,"7460-001",7,"7460-001-01",7
3396,"7460-001",8,"7460-001-01",8
3397,"7460-001",9,"7460-001-01",9
3398,"7451-001",1,"7451-001-01",1
3399,"7451-001",2,"7451-001-01",2
3400,"7451-001",3,"7451-001-01",3
