"UPI","y4_hhid","indidy4","y5_hhid","indidy5"
20151,,,"7732-001-05",4
20152,,,"7732-001-01",10
20153,,,"7731-001-01",5
20154,,,"7731-001-01",6
20155,,,"7730-001-01",4
20156,,,"7730-001-01",5
20157,,,"7729-001-01",4
20158,,,"7729-001-01",5
20159,,,"7728-001-04",1
20160,,,"7728-001-04",3
20161,,,"7728-001-04",4
20162,,,"7728-001-04",5
20163,,,"7728-001-01",5
20164,,,"7728-001-01",6
20165,,,"7728-001-01",7
20166,,,"7727-001-02",1
20167,,,"7727-001-02",3
20168,,,"7727-001-02",4
20169,,,"7726-001-01",7
20170,,,"7726-001-01",8
20171,,,"7726-001-01",9
20172,,,"7726-001-01",10
20173,,,"7726-001-01",11
20174,,,"7712-001-05",1
20175,,,"7712-001-01",6
20176,,,"7712-001-01",7
20177,,,"7712-001-01",8
20178,,,"7712-001-01",9
20179,,,"7712-001-01",10
20180,,,"7711-001-01",5
20181,,,"7711-001-01",6
20182,,,"7710-001-02",4
20183,,,"7710-001-02",5
20184,,,"7710-001-01",2
20185,,,"7710-001-01",3
20186,,,"7710-001-01",4
20187,,,"7707-001-01",4
20188,,,"7707-001-01",5
20189,,,"7695-001-01",3
20190,,,"7694-001-01",3
20191,,,"7694-001-01",4
20192,,,"7694-001-01",5
20193,,,"7693-001-02",2
20194,,,"7693-001-02",3
20195,,,"7690-001-02",4
20196,,,"7690-001-02",5
20197,,,"7690-001-02",6
20198,,,"7689-001-01",5
20199,,,"7688-001-01",7
20200,,,"7688-001-01",8
20201,,,"7676-001-01",3
20202,,,"7675-001-01",3
20203,,,"7675-001-01",4
20204,,,"7672-001-01",5
20205,,,"7672-001-01",6
20206,,,"7672-001-01",7
20207,,,"7671-001-01",5
20208,,,"7671-001-01",6
20209,,,"7671-001-01",7
20210,,,"7657-001-04",1
20211,,,"7657-001-04",3
20212,,,"7657-001-04",4
20213,,,"7657-001-03",2
20214,,,"7657-001-01",6
20215,,,"7656-001-03",1
20216,,,"7656-001-01",7
20217,,,"7656-001-01",8
20218,,,"7656-001-01",9
20219,,,"7656-001-01",10
20220,,,"7656-001-01",11
20221,,,"7656-001-01",12
20222,,,"7655-001-01",3
20223,,,"7655-001-01",4
20224,,,"7655-001-01",5
20225,,,"7652-001-01",2
20226,,,"7651-001-01",4
20227,,,"7651-001-01",5
20228,,,"7650-001-01",7
20229,,,"7638-001-01",5
20230,,,"7637-001-01",1
20231,,,"7637-001-01",6
20232,,,"7635-001-01",3
20233,,,"7634-001-01",3
20234,,,"7633-001-01",2
20235,,,"7633-001-01",3
20236,,,"7631-001-03",5
20237,,,"7631-001-03",6
20238,,,"7623-001-01",7
20239,,,"7615-001-02",4
20240,,,"7615-001-01",1
20241,,,"7615-001-01",3
20242,,,"7615-001-01",4
20243,,,"7612-001-01",8
20244,,,"7600-001-01",5
20245,,,"7598-001-02",5
20246,,,"7597-001-03",2
20247,,,"7596-001-01",8
20248,,,"7595-001-03",1
20249,,,"7595-001-01",6
20250,,,"7595-001-01",7
20251,,,"7595-001-01",8
20252,,,"7593-001-04",1
20253,,,"7593-001-01",6
20254,,,"7593-001-01",7
20255,,,"7593-001-01",8
20256,,,"7580-001-01",4
20257,,,"7578-001-02",4
20258,,,"7578-001-02",5
20259,,,"7578-001-02",6
20260,,,"7578-001-02",7
20261,,,"7578-001-02",8
20262,,,"7578-001-02",9
20263,,,"7575-001-01",6
20264,,,"7574-001-06",1
20265,,,"7574-001-06",3
20266,,,"7574-001-06",4
20267,,,"7568-001-01",6
20268,,,"7562-001-01",4
20269,,,"7562-001-01",5
20270,,,"7561-001-03",1
20271,,,"7561-001-03",3
20272,,,"7561-001-01",9
20273,,,"7560-001-03",1
20274,,,"7560-001-03",2
20275,,,"7560-001-03",4
20276,,,"7560-001-03",5
20277,,,"7560-001-03",6
20278,,,"7560-001-03",7
20279,,,"7560-001-01",6
20280,,,"7560-001-01",7
20281,,,"7558-001-03",1
20282,,,"7558-001-01",10
20283,,,"7558-001-01",11
20284,,,"7558-001-01",12
20285,,,"7555-001-01",3
20286,,,"7545-001-01",6
20287,,,"7543-001-03",1
20288,,,"7543-001-03",3
20289,,,"7542-001-01",9
20290,,,"7541-001-02",5
20291,,,"7541-001-02",6
20292,,,"7541-001-02",7
20293,,,"7540-001-01",8
20294,,,"7540-001-01",9
20295,,,"7536-001-01",4
20296,,,"7536-001-01",5
20297,,,"7523-001-01",5
20298,,,"7523-001-01",6
20299,,,"7523-001-01",7
20300,,,"7523-001-01",8
20301,,,"7523-001-01",9
20302,,,"7522-001-06",1
20303,,,"7522-001-06",3
20304,,,"7522-001-01",11
20305,,,"7522-001-01",12
20306,,,"7521-001-03",2
20307,,,"7521-001-03",3
20308,,,"7520-001-01",5
20309,,,"7520-001-01",6
20310,,,"7520-001-01",7
20311,,,"7519-001-01",6
20312,,,"7518-001-02",2
20313,,,"7518-001-02",3
20314,,,"7518-001-02",4
20315,,,"7518-001-02",5
20316,,,"7518-001-01",6
20317,,,"7518-001-01",7
20318,,,"7518-001-01",8
20319,,,"7518-001-01",9
20320,,,"7517-001-01",6
20321,,,"7517-001-01",7
20322,,,"7505-001-01",8
20323,,,"7505-001-01",9
20324,,,"7503-001-01",6
20325,,,"7502-001-05",1
20326,,,"7502-001-05",2
20327,,,"7502-001-05",3
20328,,,"7502-001-05",5
20329,,,"7502-001-05",6
20330,,,"7502-001-01",8
20331,,,"7502-001-01",9
20332,,,"7501-001-02",1
20333,,,"7501-001-01",7
20334,,,"7501-001-01",8
20335,,,"7501-001-01",9
20336,,,"7501-001-01",10
20337,,,"7501-001-01",11
20338,,,"7501-001-01",12
20339,,,"7501-001-01",13
20340,,,"7499-001-01",8
20341,,,"7499-001-01",9
20342,,,"7499-001-01",10
20343,,,"7498-001-01",9
20344,,,"7498-001-01",10
20345,,,"7487-001-01",8
20346,,,"7487-001-01",9
20347,,,"7486-001-01",5
20348,,,"7486-001-01",6
20349,,,"7486-001-01",7
20350,,,"7485-001-01",6
20351,,,"7484-001-01",7
20352,,,"7484-001-01",8
20353,,,"7484-001-01",9
20354,,,"7484-001-01",10
20355,,,"7483-001-08",1
20356,,,"7483-001-08",3
20357,,,"7483-001-08",4
20358,,,"7483-001-01",9
20359,,,"7483-001-01",10
20360,,,"7482-001-04",1
20361,,,"7482-001-03",2
20362,,,"7482-001-03",3
20363,,,"7482-001-03",4
20364,,,"7482-001-02",9
20365,,,"7482-001-02",10
20366,,,"7482-001-02",11
20367,,,"7480-001-01",7
20368,,,"7480-001-01",8
20369,,,"7480-001-01",9
20370,,,"7480-001-01",10
20371,,,"7479-001-03",1
20372,,,"7479-001-03",3
20373,,,"7479-001-02",11
20374,,,"7469-001-01",2
20375,,,"7469-001-01",3
20376,,,"7469-001-01",4
20377,,,"7469-001-01",5
20378,,,"7468-001-03",2
20379,,,"7468-001-03",3
20380,,,"7468-001-03",4
20381,,,"7468-001-03",5
20382,,,"7468-001-03",6
20383,,,"7468-001-01",9
20384,,,"7467-001-04",2
20385,,,"7467-001-04",3
20386,,,"7467-001-01",8
20387,,,"7467-001-01",9
20388,,,"7467-001-01",10
20389,,,"7467-001-01",11
20390,,,"7465-001-02",1
20391,,,"7465-001-02",3
20392,,,"7463-001-07",2
20393,,,"7463-001-07",3
20394,,,"7463-001-07",4
20395,,,"7463-001-07",5
20396,,,"7463-001-06",2
20397,,,"7463-001-06",3
20398,,,"7463-001-06",4
20399,,,"7463-001-06",5
20400,,,"7463-001-01",8
20401,,,"7463-001-01",9
20402,,,"7460-001-04",2
20403,,,"7460-001-03",2
20404,,,"7460-001-03",3
20405,,,"7460-001-01",10
20406,,,"7460-001-01",12
20407,,,"7460-001-01",13
20408,,,"7450-001-02",5
20409,,,"7450-001-02",6
20410,,,"7448-001-01",6
20411,,,"7444-001-01",3
20412,,,"7444-001-01",4
20413,,,"7443-001-01",5
20414,,,"7441-001-08",2
20415,,,"7441-001-05",3
20416,,,"7441-001-05",4
20417,,,"7441-001-05",5
20418,,,"7429-001-05",2
20419,,,"7429-001-01",7
20420,,,"7429-001-01",8
20421,,,"7428-001-02",2
20422,,,"7427-001-01",7
20423,,,"7425-001-02",1
20424,,,"7425-001-02",3
20425,,,"7424-001-02",1
20426,,,"7424-001-02",2
20427,,,"7424-001-02",4
20428,,,"7424-001-02",5
20429,,,"7423-001-03",2
20430,,,"7423-001-03",5
20431,,,"7423-001-01",11
20432,,,"7422-001-01",6
20433,,,"7411-001-03",1
20434,,,"7411-001-03",3
20435,,,"7411-001-03",4
20436,,,"7411-001-01",4
20437,,,"7410-001-01",7
20438,,,"7410-001-01",8
20439,,,"7410-001-01",9
20440,,,"7410-001-01",10
20441,,,"7409-001-01",8
20442,,,"7408-001-04",1
20443,,,"7408-001-04",3
20444,,,"7408-001-04",4
20445,,,"7408-001-04",5
20446,,,"7406-001-01",10
20447,,,"7405-001-01",7
20448,,,"7404-001-01",12
20449,,,"7404-001-01",13
20450,,,"7404-001-01",14
20451,,,"7403-001-04",5
20452,,,"7403-001-04",6
20453,,,"7403-001-04",7
20454,,,"7403-001-04",8
20455,,,"7403-001-04",9
20456,,,"7403-001-04",10
20457,,,"7403-001-04",11
20458,,,"7403-001-03",1
20459,,,"7403-001-03",2
20460,,,"7403-001-03",3
20461,,,"7403-001-03",4
20462,,,"7403-001-03",5
20463,,,"7403-001-03",6
20464,,,"7403-001-03",7
20465,,,"7403-001-03",8
20466,,,"7395-001-04",2
20467,,,"7395-001-04",3
20468,,,"7394-001-01",9
20469,,,"7394-001-01",10
20470,,,"7394-001-01",11
20471,,,"7394-001-01",12
20472,,,"7394-001-01",13
20473,,,"7394-001-01",14
20474,,,"7394-001-01",15
20475,,,"7391-001-03",2
20476,,,"7391-001-03",3
20477,,,"7391-001-03",4
20478,,,"7391-001-01",5
20479,,,"7391-001-01",6
20480,,,"7390-001-01",9
20481,,,"7389-001-03",2
20482,,,"7389-001-03",3
20483,,,"7389-001-03",4
20484,,,"7389-001-01",9
20485,,,"7386-001-01",3
20486,,,"7386-001-01",4
20487,,,"7386-001-01",5
20488,,,"7386-001-01",6
20489,,,"7386-001-01",7
20490,,,"7372-001-02",1
20491,,,"7372-001-02",3
20492,,,"7372-001-01",4
20493,,,"7372-001-01",5
20494,,,"7372-001-01",6
20495,,,"7370-001-01",6
20496,,,"7368-001-04",1
20497,,,"7368-001-04",3
20498,,,"7368-001-03",1
20499,,,"7368-001-03",3
20500,,,"7367-001-01",6
20501,,,"7366-001-01",4
20502,,,"7365-001-01",5
20503,,,"7365-001-01",6
20504,,,"7351-001-02",2
20505,,,"7348-001-02",2
20506,,,"7348-001-02",3
20507,,,"7348-001-02",4
20508,,,"7348-001-02",5
20509,,,"7348-001-01",5
20510,,,"7348-001-01",6
20511,,,"7347-001-03",2
20512,,,"7347-001-03",3
20513,,,"7347-001-03",4
20514,,,"7347-001-01",8
20515,,,"7346-001-05",1
20516,,,"7346-001-01",12
20517,,,"7346-001-01",13
20518,,,"7338-001-05",1
20519,,,"7338-001-04",1
20520,,,"7338-001-03",1
20521,,,"7338-001-03",3
20522,,,"7338-001-01",10
20523,,,"7336-001-01",5
20524,,,"7336-001-01",6
20525,,,"7336-001-01",7
20526,,,"7336-001-01",8
20527,,,"7336-001-01",9
20528,,,"7336-001-01",10
20529,,,"7335-001-05",1
20530,,,"7335-001-05",3
20531,,,"7335-001-03",2
20532,,,"7335-001-01",8
20533,,,"7335-001-01",13
20534,,,"7335-001-01",14
20535,,,"7333-001-01",5
20536,,,"7333-001-01",6
20537,,,"7332-001-04",1
20538,,,"7329-001-01",1
20539,,,"7329-001-01",4
20540,,,"7329-001-01",5
20541,,,"7315-001-07",2
20542,,,"7315-001-07",3
20543,,,"7315-001-03",1
20544,,,"7315-001-03",3
20545,,,"7315-001-03",4
20546,,,"7313-001-03",3
20547,,,"7313-001-03",4
20548,,,"7313-001-03",5
20549,,,"7313-001-01",10
20550,,,"7313-001-01",11
20551,,,"7313-001-01",12
20552,,,"7313-001-01",13
20553,,,"7312-001-01",8
20554,,,"7312-001-01",9
20555,,,"7312-001-01",10
20556,,,"7312-001-01",11
20557,,,"7312-001-01",12
20558,,,"7311-001-03",1
20559,,,"7311-001-03",3
20560,,,"7311-001-03",4
20561,,,"7311-001-01",8
20562,,,"7311-001-01",9
20563,,,"7311-001-01",10
20564,,,"7311-001-01",11
20565,,,"7310-001-07",1
20566,,,"7310-001-07",3
20567,,,"7310-001-07",4
20568,,,"7310-001-07",5
20569,,,"7310-001-01",13
20570,,,"7310-001-01",14
20571,,,"7296-001-01",6
20572,,,"7296-001-01",7
20573,,,"7296-001-01",8
20574,,,"7295-001-01",4
20575,,,"7295-001-01",5
20576,,,"7294-001-01",3
20577,,,"7294-001-01",4
20578,,,"7293-001-07",1
20579,,,"7293-001-07",2
20580,,,"7293-001-07",3
20581,,,"7293-001-07",4
20582,,,"7293-001-07",5
20583,,,"7293-001-07",6
20584,,,"7293-001-07",7
20585,,,"7293-001-07",8
20586,,,"7293-001-07",9
20587,,,"7293-001-07",10
20588,,,"7293-001-07",11
20589,,,"7293-001-07",12
20590,,,"7293-001-07",13
20591,,,"7293-001-07",14
20592,,,"7293-001-07",15
20593,,,"7293-001-01",9
20594,,,"7293-001-01",10
20595,,,"7293-001-01",11
20596,,,"7293-001-01",12
20597,,,"7293-001-01",13
20598,,,"7291-001-01",3
20599,,,"7291-001-01",4
20600,,,"7291-001-01",5
20601,,,"7290-001-01",8
20602,,,"7289-001-02",2
20603,,,"7289-001-02",3
20604,,,"7289-001-02",4
20605,,,"7289-001-01",5
20606,,,"7289-001-01",6
20607,,,"7289-001-01",7
20608,,,"7277-001-03",1
20609,,,"7277-001-03",2
20610,,,"7277-001-03",3
20611,,,"7277-001-03",5
20612,,,"7277-001-03",6
20613,,,"7277-001-03",7
20614,,,"7277-001-03",8
20615,,,"7277-001-03",9
20616,,,"7276-001-01",6
20617,,,"7276-001-01",7
20618,,,"7276-001-01",8
20619,,,"7275-001-01",7
20620,,,"7275-001-01",8
20621,,,"7274-001-03",2
20622,,,"7274-001-03",3
20623,,,"7272-001-01",8
20624,,,"7271-001-03",2
20625,,,"7271-001-01",7
20626,,,"7271-001-01",8
20627,,,"7258-001-01",8
20628,,,"7258-001-01",9
20629,,,"7257-001-03",1
20630,,,"7257-001-03",3
20631,,,"7257-001-03",4
20632,,,"7256-001-01",6
20633,,,"7256-001-01",7
20634,,,"7255-001-02",2
20635,,,"7255-001-02",3
20636,,,"7255-001-01",6
20637,,,"7254-001-02",1
20638,,,"7254-001-02",3
20639,,,"7254-001-02",4
20640,,,"7254-001-01",6
20641,,,"7252-001-18",2
20642,,,"7252-001-18",3
20643,,,"7252-001-15",2
20644,,,"7252-001-15",3
20645,,,"7252-001-13",2
20646,,,"7252-001-13",3
20647,,,"7252-001-09",2
20648,,,"7252-001-09",3
20649,,,"7252-001-03",1
20650,,,"7252-001-03",3
20651,,,"7252-001-01",21
20652,,,"7252-001-01",22
20653,,,"7252-001-01",23
20654,,,"7252-001-01",24
20655,,,"7252-001-01",25
20656,,,"7251-001-02",1
20657,,,"7251-001-02",3
20658,,,"7239-001-01",7
20659,,,"7238-001-01",6
20660,,,"7232-001-01",7
20661,,,"7232-001-01",8
20662,,,"7220-001-01",8
20663,,,"7220-001-01",9
20664,,,"7219-001-01",4
20665,,,"7218-001-01",5
20666,,,"7201-001-01",4
20667,,,"7200-001-01",4
20668,,,"7198-001-01",6
20669,,,"7198-001-01",7
20670,,,"7198-001-01",8
20671,,,"7196-001-01",4
20672,,,"7194-001-02",4
20673,,,"7185-001-02",1
20674,,,"7185-001-02",4
20675,,,"7185-001-02",5
20676,,,"7185-001-01",7
20677,,,"7185-001-01",8
20678,,,"7185-001-01",9
20679,,,"7185-001-01",10
20680,,,"7185-001-01",11
20681,,,"7182-001-01",8
20682,,,"7179-001-01",4
20683,,,"7179-001-01",5
20684,,,"7175-001-01",8
20685,,,"7175-001-01",9
20686,,,"7166-001-03",1
20687,,,"7166-001-03",2
20688,,,"7166-001-01",7
20689,,,"7162-001-01",8
20690,,,"7162-001-01",9
20691,,,"7158-001-02",2
20692,,,"7158-001-02",3
20693,,,"7158-001-02",4
20694,,,"7156-001-07",4
20695,,,"7156-001-07",5
20696,,,"7156-001-01",10
20697,,,"7156-001-01",11
20698,,,"7156-001-01",12
20699,,,"7156-001-01",13
20700,,,"7147-001-01",4
20701,,,"7143-001-01",8
20702,,,"7142-001-02",1
20703,,,"7142-001-02",2
20704,,,"7142-001-02",3
20705,,,"7142-001-02",4
20706,,,"7142-001-02",5
20707,,,"7142-001-02",6
20708,,,"7142-001-02",7
20709,,,"7142-001-02",9
20710,,,"7142-001-02",10
20711,,,"7142-001-01",3
20712,,,"7140-001-01",4
20713,,,"7139-001-02",1
20714,,,"7139-001-02",3
20715,,,"7139-001-01",8
20716,,,"7137-001-01",2
20717,,,"7137-001-01",3
20718,,,"7125-001-02",10
20719,,,"7124-001-01",9
20720,,,"7124-001-01",10
20721,,,"7123-001-01",4
20722,,,"7123-001-01",5
20723,,,"7122-001-07",1
20724,,,"7122-001-07",3
20725,,,"7122-001-07",4
20726,,,"7122-001-06",1
20727,,,"7122-001-06",3
20728,,,"7122-001-06",4
20729,,,"7122-001-06",5
20730,,,"7122-001-01",18
20731,,,"7121-001-01",6
20732,,,"7121-001-01",7
20733,,,"7121-001-01",8
20734,,,"7121-001-01",9
20735,,,"7120-001-01",12
20736,,,"7120-001-01",13
20737,,,"7120-001-01",14
20738,,,"7120-001-01",15
20739,,,"7119-001-04",1
20740,,,"7119-001-04",2
20741,,,"7119-001-04",3
20742,,,"7119-001-04",5
20743,,,"7118-001-01",10
20744,,,"7118-001-01",11
20745,,,"7110-001-01",7
20746,,,"7110-001-01",8
20747,,,"7108-001-01",5
20748,,,"7106-001-03",1
20749,,,"7106-001-03",2
20750,,,"7106-001-03",4
20751,,,"7106-001-03",5
20752,,,"7106-001-03",6
20753,,,"7106-001-03",7
20754,,,"7106-001-03",8
20755,,,"7106-001-03",9
20756,,,"7106-001-03",10
20757,,,"7105-001-03",1
20758,,,"7105-001-03",3
20759,,,"7105-001-03",4
20760,,,"7105-001-03",5
20761,,,"7105-001-02",7
20762,,,"7102-001-01",5
20763,,,"7100-001-01",3
20764,,,"7100-001-01",4
20765,,,"7087-001-03",2
20766,,,"7087-001-03",3
20767,,,"7087-001-03",4
20768,,,"7086-001-02",2
20769,,,"7086-001-02",3
20770,,,"7086-001-02",4
20771,,,"7086-001-01",3
20772,,,"7084-001-01",4
20773,,,"7083-001-02",2
20774,,,"7083-001-01",8
20775,,,"7081-001-01",3
20776,,,"7081-001-01",4
20777,,,"7065-001-01",4
20778,,,"7063-001-01",5
20779,,,"7062-001-01",5
20780,,,"7049-001-02",2
20781,,,"7049-001-02",3
20782,,,"7049-001-02",4
20783,,,"7049-001-02",5
20784,,,"7048-001-01",5
20785,,,"7047-001-04",1
20786,,,"7047-001-04",2
20787,,,"7047-001-04",3
20788,,,"7047-001-04",4
20789,,,"7047-001-04",5
20790,,,"7047-001-04",7
20791,,,"7047-001-04",8
20792,,,"7047-001-04",9
20793,,,"7047-001-01",9
20794,,,"7045-001-03",5
20795,,,"7045-001-03",6
20796,,,"7045-001-03",7
20797,,,"7045-001-02",1
20798,,,"7045-001-02",2
20799,,,"7045-001-02",6
20800,,,"7045-001-02",7
20801,,,"7044-001-01",10
20802,,,"7044-001-01",11
20803,,,"7043-001-01",8
20804,,,"7043-001-01",9
20805,,,"7043-001-01",10
20806,,,"7043-001-01",11
20807,,,"7043-001-01",12
20808,,,"7043-001-01",13
20809,,,"7042-001-02",4
20810,,,"7042-001-02",5
20811,,,"7042-001-02",6
20812,,,"7030-001-01",9
20813,,,"7030-001-01",10
20814,,,"7028-001-04",1
20815,,,"7028-001-04",3
20816,,,"7028-001-01",7
20817,,,"7027-001-06",2
20818,,,"7027-001-06",3
20819,,,"7027-001-06",4
20820,,,"7027-001-03",1
20821,,,"7027-001-03",4
20822,,,"7027-001-01",7
20823,,,"7026-001-04",1
20824,,,"7026-001-04",2
20825,,,"7026-001-04",3
20826,,,"7026-001-04",4
20827,,,"7026-001-04",5
20828,,,"7026-001-04",6
20829,,,"7026-001-04",7
20830,,,"7026-001-01",2
20831,,,"7024-001-01",7
20832,,,"7023-001-02",2
20833,,,"7023-001-02",3
20834,,,"7023-001-01",7
20835,,,"7012-001-02",2
20836,,,"7007-001-01",3
20837,,,"7007-001-01",4
20838,,,"7005-001-01",4
20839,,,"7005-001-01",5
20840,,,"6992-001-01",7
20841,,,"6992-001-01",8
20842,,,"6991-001-06",1
20843,,,"6991-001-06",2
20844,,,"6991-001-06",3
20845,,,"6991-001-06",6
20846,,,"6991-001-01",8
20847,,,"6991-001-01",9
20848,,,"6991-001-01",10
20849,,,"6989-001-03",4
20850,,,"6988-001-01",7
20851,,,"6987-001-01",4
20852,,,"6987-001-01",5
20853,,,"6987-001-01",6
20854,,,"6987-001-01",7
20855,,,"6973-001-01",4
20856,,,"6973-001-01",5
20857,,,"6972-001-01",3
20858,,,"6972-001-01",4
20859,,,"6971-001-01",4
20860,,,"6970-001-01",4
20861,,,"6970-001-01",5
20862,,,"6969-001-03",1
20863,,,"6969-001-03",3
20864,,,"6969-001-03",4
20865,,,"6969-001-01",6
20866,,,"6969-001-01",7
20867,,,"6966-001-03",1
20868,,,"6966-001-03",3
20869,,,"6954-001-04",2
20870,,,"6954-001-04",3
20871,,,"6954-001-02",9
20872,,,"6953-001-01",6
20873,,,"6952-001-01",4
20874,,,"6952-001-01",5
20875,,,"6952-001-01",6
20876,,,"6950-001-02",2
20877,,,"6950-001-02",3
20878,,,"6948-001-01",6
20879,,,"6947-001-01",6
20880,,,"6935-001-02",1
20881,,,"6935-001-02",3
20882,,,"6935-001-02",4
20883,,,"6935-001-01",4
20884,,,"6935-001-01",5
20885,,,"6935-001-01",6
20886,,,"6935-001-01",7
20887,,,"6935-001-01",8
20888,,,"6935-001-01",9
20889,,,"6934-001-02",2
20890,,,"6934-001-02",3
20891,,,"6933-001-01",6
20892,,,"6932-001-01",7
20893,,,"6931-001-04",1
20894,,,"6931-001-04",3
20895,,,"6931-001-03",2
20896,,,"6931-001-01",6
20897,,,"6930-001-01",5
20898,,,"6929-001-01",5
20899,,,"6928-001-01",2
20900,,,"6928-001-01",3
20901,,,"6928-001-01",4
20902,,,"6928-001-01",5
20903,,,"6916-001-01",2
20904,,,"6911-001-02",1
20905,,,"6911-001-02",5
20906,,,"6910-001-01",5
20907,,,"6909-001-03",2
20908,,,"6909-001-01",7
20909,,,"6899-001-08",2
20910,,,"6899-001-08",3
20911,,,"6899-001-01",9
20912,,,"6899-001-01",10
20913,,,"6899-001-01",11
20914,,,"6899-001-01",12
20915,,,"6899-001-01",13
20916,,,"6899-001-01",14
20917,,,"6897-001-01",9
20918,,,"6897-001-01",10
20919,,,"6897-001-01",11
20920,,,"6897-001-01",12
20921,,,"6897-001-01",13
20922,,,"6897-001-01",14
20923,,,"6897-001-01",15
20924,,,"6897-001-01",16
20925,,,"6895-001-04",2
20926,,,"6895-001-04",3
20927,,,"6895-001-04",4
20928,,,"6895-001-01",10
20929,,,"6894-001-02",1
20930,,,"6894-001-02",4
20931,,,"6894-001-01",6
20932,,,"6894-001-01",7
20933,,,"6893-001-01",2
20934,,,"6893-001-01",3
20935,,,"6890-001-01",2
20936,,,"6890-001-01",4
20937,,,"6888-001-02",10
20938,,,"6888-001-02",11
20939,,,"6888-001-02",12
20940,,,"6878-001-02",5
20941,,,"6878-001-02",6
20942,,,"6878-001-02",7
20943,,,"6878-001-02",8
20944,,,"6878-001-02",9
20945,,,"6878-001-02",10
20946,,,"6877-001-01",8
20947,,,"6877-001-01",9
20948,,,"6877-001-01",10
20949,,,"6876-001-03",1
20950,,,"6876-001-03",3
20951,,,"6875-001-01",7
20952,,,"6875-001-01",8
20953,,,"6875-001-01",9
20954,,,"6875-001-01",10
20955,,,"6875-001-01",11
20956,,,"6875-001-01",12
20957,,,"6874-001-03",1
20958,,,"6873-001-01",6
20959,,,"6873-001-01",7
20960,,,"6872-001-01",6
20961,,,"6872-001-01",7
20962,,,"6872-001-01",8
20963,,,"6871-001-01",5
20964,,,"6871-001-01",6
20965,,,"6871-001-01",7
20966,,,"6871-001-01",8
20967,,,"6871-001-01",9
20968,,,"6871-001-01",10
20969,,,"6859-001-01",5
20970,,,"6859-001-01",6
20971,,,"6859-001-01",7
20972,,,"6858-001-01",8
20973,,,"6858-001-01",9
20974,,,"6858-001-01",10
20975,,,"6857-001-01",3
20976,,,"6856-001-01",6
20977,,,"6855-001-06",1
20978,,,"6855-001-05",1
20979,,,"6855-001-05",3
20980,,,"6855-001-01",12
20981,,,"6855-001-01",13
20982,,,"6855-001-01",17
20983,,,"6855-001-01",19
20984,,,"6854-001-01",11
20985,,,"6854-001-01",12
20986,,,"6854-001-01",13
20987,,,"6853-001-02",3
20988,,,"6841-001-02",3
20989,,,"6841-001-02",4
20990,,,"6841-001-02",5
20991,,,"6841-001-02",6
20992,,,"6841-001-02",7
20993,,,"6841-001-02",8
20994,,,"6841-001-02",9
20995,,,"6841-001-02",10
20996,,,"6841-001-02",11
20997,,,"6841-001-02",12
20998,,,"6841-001-02",13
20999,,,"6840-001-04",1
21000,,,"6840-001-04",3
21001,,,"6840-001-04",4
21002,,,"6840-001-03",1
21003,,,"6840-001-03",3
21004,,,"6838-001-01",3
21005,,,"6838-001-01",4
21006,,,"6837-001-01",7
21007,,,"6837-001-01",8
21008,,,"6836-001-01",8
21009,,,"6836-001-01",9
21010,,,"6836-001-01",10
21011,,,"6835-001-01",10
21012,,,"6835-001-01",11
21013,,,"6834-001-01",3
21014,,,"6834-001-01",4
21015,,,"6834-001-01",5
21016,,,"6833-001-01",3
21017,,,"6833-001-01",4
21018,,,"6833-001-01",5
21019,,,"6821-001-01",2
21020,,,"6821-001-01",3
21021,,,"6821-001-01",4
21022,,,"6821-001-01",5
21023,,,"6821-001-01",6
21024,,,"6821-001-01",7
21025,,,"6820-001-04",1
21026,,,"6820-001-04",3
21027,,,"6820-001-04",4
21028,,,"6820-001-02",2
21029,,,"6820-001-02",3
21030,,,"6820-001-02",4
21031,,,"6820-001-02",5
21032,,,"6820-001-01",7
21033,,,"6820-001-01",8
21034,,,"6819-001-01",4
21035,,,"6817-001-01",7
21036,,,"6816-001-01",4
21037,,,"6816-001-01",5
21038,,,"6816-001-01",6
21039,,,"6815-001-02",2
21040,,,"6815-001-02",3
21041,,,"6815-001-02",4
21042,,,"6815-001-02",5
21043,,,"6815-001-01",5
21044,,,"6815-001-01",6
21045,,,"6802-001-02",4
21046,,,"6802-001-02",5
21047,,,"6802-001-01",5
21048,,,"6801-001-01",3
21049,,,"6801-001-01",4
21050,,,"6801-001-01",5
21051,,,"6801-001-01",6
21052,,,"6801-001-01",7
21053,,,"6801-001-01",8
21054,,,"6801-001-01",9
21055,,,"6800-001-01",2
21056,,,"6800-001-01",3
21057,,,"6800-001-01",4
21058,,,"6800-001-01",5
21059,,,"6800-001-01",6
21060,,,"6798-001-02",2
21061,,,"6798-001-01",6
21062,,,"6798-001-01",7
21063,,,"6798-001-01",8
21064,,,"6797-001-01",3
21065,,,"6796-001-02",3
21066,,,"6795-001-01",5
21067,,,"6795-001-01",6
21068,,,"6783-001-01",4
21069,,,"6782-001-01",3
21070,,,"6782-001-01",4
21071,,,"6780-001-01",2
21072,,,"6780-001-01",3
21073,,,"6779-001-01",3
21074,,,"6778-001-03",1
21075,,,"6778-001-03",3
21076,,,"6777-001-02",1
21077,,,"6777-001-02",4
21078,,,"6777-001-01",5
21079,,,"6777-001-01",6
21080,,,"6777-001-01",7
21081,,,"6777-001-01",8
