"interview__key","y5_hhid","plot_id","cropid","ag4a_01","ag4a_02","ag4a_03","ag4a_04","ag4a_05","ag4a_06","ag4a_08","ag4a_10_1","ag4a_10_2","ag4a_10a_1","ag4a_10a_2","ag4a_10b","ag4a_10c_1","ag4a_10c_2","ag4a_12","ag4a_13_1","ag4a_13_2","ag4a_17","ag4a_18","ag4a_19","ag4a_20","ag4a_21","ag4a_22","ag4a_23","ag4a_24_1","ag4a_24_2","ag4a_25","ag4a_26","ag4a_27","ag4a_28","ag4a_29_1","ag4a_29_2"
"03-68-90-99","8357-001-01",1,33,1,,,1,2,"ASILI",2,2,1,0,,,2,1,2500,2,1,2,,1,,1.25,2,,5,3,,,48,66000,1,2
"03-68-90-99","8357-001-01",2,50,1,,,2,,"MBEGU BORA",1,10,1,0,,,10,1,10000,6,1,2,,1,,2,2,,6,7,,,300,246000,1,2
"03-68-90-99","8357-001-01",3,22,1,,,2,,"ASILI",2,150,1,0,,,150,1,9000,2,1,2,,1,,0.5,2,,6,7,,,1050,105000,1,2
"03-68-90-99","8357-001-01",3,50,1,,,2,,"MBEGU BORA",1,5,1,0,,,5,1,5000,6,1,2,,1,,1.5,2,,6,7,,,200,164000,3,6
"82-27-98-91","8357-001-04",1,12,2,1,1,2,,"ASILI",2,9,1,9,1,2,0,,,,,2,,1,,0.5,2,,4,5,,,540,900000,2,3
"82-27-98-91","8357-001-04",1,22,2,1,1,1,2,"ASILI",2,120,1,120,1,2,0,,,,,2,,1,,0.5,2,,4,6,,,1800,225000,2,3
"82-27-98-91","8357-001-04",1,31,2,1,1,1,2,"ASILI",2,2,1,0,,,2,1,4000,5,1,2,,1,,0.5,2,,3,4,,,60,18000,2,3
"82-27-98-91","8357-001-04",2,11,2,2,1,1,2,"MBEGU BORA",1,6,1,0,,,6,1,30000,5,1,2,,1,,2,2,,2,4,,,1320,330000,2,3
"82-27-98-91","8357-001-04",2,33,2,1,1,1,2,"ASILI",2,18,1,18,1,2,0,,,,,2,,1,,1,2,,2,3,,,400,390000,2,3
"82-27-98-91","8357-001-04",2,35,1,,,2,,"ASILI",2,40,1,40,1,2,0,,,,,2,,1,,2,2,,8,10,,,600,500000,2,3
"82-27-98-91","8357-001-04",2,43,2,1,1,1,2,"ASILI",2,30,1,30,1,2,0,,,,,2,,1,,1,2,,2,3,,,480,30000,2,3
"82-27-98-91","8357-001-04",2,50,2,2,1,1,2,"MBEGU BORA",1,6,1,0,,,6,1,15000,5,1,2,,1,,3,2,,5,6,,,584,700800,2,3
"40-81-26-44","8358-001-01",1,13,2,1,1,1,2,"MTAMA",2,8,1,8,1,2,0,,,,,1,1,1,,0.7,1,2,6,6,,,400,540000,1,
"40-81-26-44","8358-001-01",1,35,2,2,1,1,2,"DENGU",2,10,1,10,1,2,0,,,,,2,,1,,1,1,2,8,9,,,600,600000,1,
"07-04-49-79","8359-001-01",1,11,1,,,2,,"MBEGU ZA ASILI",3,40,1,0,,,40,1,30000,5,2,1,3,2,5,,,,,,,,,,,
"07-04-49-79","8359-001-01",1,35,1,,,2,,"DENGU MAWE",1,40,1,40,1,1,0,,,,,2,,1,,5,2,,8,8,,,350,450000,1,2
"31-67-78-91","8360-001-01",4,11,1,,,1,2,"MAHINDI",2,6,1,0,,,6,1,5000,16,1,2,,1,,0.1,1,2,5,6,,,20,10000,1,
"31-67-78-91","8360-001-01",4,33,1,,,1,2,"CHOROKO",2,3,1,0,,,3,1,9000,16,1,2,,2,5,,,,,,,,,,,
"89-41-43-05","8372-001-01",1,12,1,,,2,,"CHINA",2,45,1,45,1,2,0,,,,,2,,1,,3,2,,5,6,,,3600,2400000,1,
"09-25-40-39","8372-001-05",1,11,1,,,1,2,"SEEDCO",3,4,1,0,,,4,1,6000,9,2,2,,1,,1,2,,5,5,,,280,96000,5,
"09-25-40-39","8372-001-05",1,43,1,,,1,2,"KARANGA NYEKUNDU",2,3,1,0,,,3,1,6000,5,2,2,,1,,1,2,,3,3,,,80,60000,5,
"09-25-40-39","8372-001-05",2,12,1,,,2,,"KALAMATA",2,1,2,1,2,2,0,,,,,2,,1,,2,2,,7,7,,,600,360000,5,
"77-59-31-63","8372-001-30",1,12,1,,,2,,"MACHINA",1,18,1,0,,,18,1,12000,16,1,2,,1,,2,2,,6,6,,,1500,1200000,1,2
"12-62-25-26","8373-001-01",1,12,1,,,2,,"MPUNGA",2,70,1,70,1,2,0,,,,,1,1,1,,2,1,2,5,6,,,1400,800000,1,
"12-62-25-26","8373-001-01",2,12,1,,,2,,"MPUNGA",2,140,1,140,1,2,0,,,,,1,1,1,,4,1,2,5,6,,,4900,2800000,1,
"12-62-25-26","8373-001-01",3,11,1,,,2,,"PANA",1,7.5,1,0,,,7.5,1,60000,16,2,2,,1,,1,1,2,5,6,,,1200,500000,1,
"42-62-13-40","8373-001-05",1,12,1,,,2,,"MPUNGA",2,70,1,70,1,2,0,,,,,1,1,1,,1.2,1,2,5,6,,,1750,750000,1,2
"89-62-22-13","8374-001-01",1,11,1,,,2,,"KIENYEJI",2,1,2,1,2,2,0,,,,,2,,1,,1.5,2,,7,7,,,600,120000,1,2
"89-62-22-13","8374-001-01",2,11,2,2,1,2,,"KIENYEJI",2,2,2,2,2,2,0,,,,,1,2,1,,3,1,5,7,8,,,1800,360000,1,
"89-62-22-13","8374-001-01",2,12,2,2,1,2,,"KARAMATA",2,3,2,3,2,2,0,,,,,2,,1,,3,2,,7,8,,,400,120000,1,2
"89-62-22-13","8374-001-01",2,22,1,,,2,,"UKIMWI NA MOSHI",2,5,5,0,,,5,5,14000,2,1,2,,1,,1,2,,8,8,,,700,70000,1,2
"13-70-69-59","8375-001-01",1,11,2,3,2,1,2,"KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,1,1,1,5,6,,,360,90000,1,
"02-43-32-06","8376-001-01",1,11,2,1,1,1,2,"MBEGU YA KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,1,2,,3,4,,,120,70000,1,2
"02-43-32-06","8376-001-01",1,13,1,,,1,2,"KIENYEJI",2,4,1,4,1,2,0,,,,,1,3,1,,2,1,4,3,4,,,420,630000,1,2
"02-43-32-06","8376-001-01",2,22,1,,,2,,"MBEGU ZA KIENYEJI",2,40,1,40,1,2,0,,,,,1,3,1,,2,1,4,3,5,,,120,84000,1,2
"02-43-32-06","8376-001-01",3,12,1,,,2,,"CHINA",1,36,1,36,1,3,0,,,,,2,,1,,1,2,,4,5,,,4500,2880000,1,2
"02-43-32-06","8376-001-01",4,12,1,,,2,,"CHINA",3,20,1,20,1,3,0,,,,,2,,1,,1,2,,5,5,,,1875,1200000,1,2
"37-71-21-50","8377-001-01",1,11,2,2,8,2,,"BORA",1,20,1,20,1,1,20,1,110000,16,2,2,,1,,5,2,,3,3,,,1440,504000,1,2
"37-71-21-50","8377-001-01",2,12,1,,,2,,"ASILI",2,525,1,0,,,525,1,400000,4,1,2,,1,,20,2,,5,8,,,31500,15000000,1,2
"90-31-32-29","8377-001-03",1,11,2,3,1,1,2,"MBEGU BORA",1,4,1,0,,,4,1,24000,4,2,2,,1,,1,2,,4,5,,,200,60000,1,2
"90-31-32-29","8377-001-03",1,22,2,1,1,1,2,"ASILI",2,20,1,0,,,20,1,5000,2,1,2,,1,,0.25,2,,1,3,,,300,15000,1,2
"90-31-32-29","8377-001-03",1,41,2,3,1,1,2,"ASILI",2,2,1,0,,,0,,,,,1,1,1,,1,2,,5,5,,,6,6000,1,2
"90-31-32-29","8377-001-03",2,12,1,,,2,,"ASILI",2,45,1,0,,,45,1,30000,2,1,2,,1,,1,2,,5,5,,,2200,110000,1,2
"42-29-84-54","8378-001-01",1,11,1,,,1,2,"PANA",1,4,1,0,,,4,1,22000,16,1,1,7,1,,3,2,,6,7,,,240,140000,1,2
"42-29-84-54","8378-001-01",1,43,1,,,1,2,"KARANGA",2,5,1,5,1,2,0,,,,,1,7,1,,2,1,2,4,5,,,120,40000,1,2
"42-29-84-54","8378-001-01",2,12,1,,,2,,"MPUNGA",1,17,1,0,,,17,1,8000,16,1,2,,1,,6,2,,6,7,,,3750,2400000,1,2
"86-36-77-81","8379-001-01",1,11,1,,,1,2,"DK",3,4,1,4,1,3,0,,,,,2,,1,,1,2,,4,4,,,530,195000,1,
"86-36-77-81","8379-001-01",1,43,1,,,1,2,"KARANGA NYEUPE",2,1,1,1,1,2,0,,,,,2,,1,,1,2,,3,2,,,180,60000,1,2
"86-36-77-81","8379-001-01",5,12,1,,,2,,"CHINA",2,60,1,60,1,2,0,,,,,2,,1,,3,2,,6,6,,,5040,3360000,1,2
"71-62-11-03","8391-001-03",1,11,1,,,1,2,"STUKA",1,2,1,0,,,2,1,7000,19,2,2,,1,,1,2,,3,4,,,594,132000,3,12
"71-62-11-03","8391-001-03",1,43,1,,,1,2,"NYEKUNDU",2,4,1,0,,,4,1,7000,2,1,2,,1,,1,2,,3,4,,,252,42000,3,12
"71-62-11-03","8391-001-03",4,12,1,,,2,,"MIDOMO YA FISI",2,32,1,0,,,32,1,14000,3,1,2,,1,,0.5,2,,5,5,,,810,495000,3,12
"27-25-01-27","8392-001-01",1,11,2,3,1,1,2,"DKY",1,3,1,0,,,3,1,16000,16,2,2,,1,,0.2,1,2,4,4,,,120,36000,1,2
"27-25-01-27","8392-001-01",1,22,2,1,1,2,,"SALUME",2,2,5,2,5,2,0,,,,,2,,1,,0.2,2,,5,6,,,90,20000,1,2
"27-25-01-27","8392-001-01",1,43,2,3,1,1,2,"KIENYEJI",2,2,1,0,,,2,1,2400,5,2,2,,1,,0.5,2,,3,3,,,40,60000,1,2
"27-25-01-27","8392-001-01",2,11,1,,,2,,"DKY",3,1,2,1,2,3,0,,,,,2,,1,,0.2,1,2,4,4,,,120,36000,1,2
"27-25-01-27","8392-001-01",2,35,1,,,2,,"ASILI",2,2,2,2,2,2,0,,,,,2,,1,,4,2,,8,8,,,1600,1920000,1,2
"27-25-01-27","8392-001-01",3,12,2,3,3,2,,"ASILI",2,2,2,2,2,2,0,,,,,2,,1,,2,2,,5,6,,,1500,750000,1,2
"30-99-27-27","8393-001-01",1,11,2,2,1,2,,"MBEGU YA KIENYEJI",2,3,1,3,1,2,0,,,,,1,3,1,,0.2,1,4,4,4,,,216,72000,1,2
"30-99-27-27","8393-001-01",1,24,2,1,1,2,,"MBEGU YA ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.2,2,,4,5,,,180,90000,1,2
"30-99-27-27","8393-001-01",1,43,2,1,1,2,,"MBEGU YA ASILI",2,8,1,8,1,2,0,,,,,2,,1,,0.2,2,,3,3,,,120,40000,1,
"30-99-27-27","8393-001-01",3,11,2,3,1,2,,"MBEGU YA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,0.75,2,,4,4,,,540,180000,1,
"30-99-27-27","8393-001-01",3,43,2,1,1,2,,"MBEGU YA ASILI",2,12,1,12,1,2,0,,,,,2,,1,,0.2,2,,3,3,,,225,85000,1,
"82-29-94-45","8394-001-01",1,11,1,,,2,,"MBEGU BORA ZILIZOTUMIKA TENA",3,40,2,40,1,3,0,,,,,2,,1,,4,2,,7,7,,,2040,816000,1,
"82-29-94-45","8394-001-01",1,35,1,,,2,,"MBEGU ZA ASILI",2,60,1,60,1,2,0,,,,,2,,1,,4,2,,8,8,,,2400,2400000,1,
"82-29-94-45","8394-001-01",2,11,1,,,2,,"MBEGU BORA ZILIZOTUMIKA TENA",3,80,1,80,1,3,0,,,,,2,,1,,7,2,,8,8,,,2400,960000,1,
"82-29-94-45","8394-001-01",2,35,1,,,2,,"MBEGU ZA ASILI",2,80,1,80,1,2,0,,,,,2,,1,,7,2,,8,8,,,2400,2400000,1,
"82-29-94-45","8394-001-01",3,43,2,2,1,1,2,"MBEGU YA ASILI",2,6,1,6,1,1,0,,,,,2,,1,,1.5,2,,3,3,,,108,180000,1,
"02-89-25-52","8395-001-01",1,11,2,3,1,1,2,"ASILI",2,18,1,18,1,2,0,,,,,2,,1,,1.5,2,,5,6,,,360,100000,1,
"02-89-25-52","8395-001-01",1,43,2,1,1,2,,"ASILI",2,5,1,5,1,2,0,,,,,1,3,1,,0.5,2,,6,6,,,18,36000,1,
"75-47-35-57","8395-001-02",1,43,2,1,1,1,2,"ASILI",2,10,1,10,1,2,0,,,,,1,8,1,,1,2,,5,6,,,27,54000,1,
"75-47-35-57","8395-001-02",1,998,1,,,2,,"ASILI",2,104,1,104,1,2,0,,,,,2,,1,,3,2,,10,11,,,2450,1050000,1,
"14-29-33-67","8396-001-01",3,11,2,3,1,2,,"PIONEER",1,12,1,0,,,12,1,72000,9,2,2,,1,,0.75,2,,4,5,,,1728,480000,1,2
"14-29-33-67","8396-001-01",3,43,2,1,1,2,,"MBEGU YA ASILI",2,10,4,10,4,2,0,,,,,2,,1,,0.2,2,,3,3,,,400,240000,1,2
"16-88-13-92","8398-001-01",1,11,1,,,2,,"PANA",3,2,2,2,2,3,0,,,,,1,7,2,5,,,,,,,,,,,
"16-88-13-92","8398-001-01",1,35,1,,,2,,"MBEGU ZA ASILI",2,4,2,4,2,2,0,,,,,2,,1,,5,2,,8,8,,,960,960000,1,2
"16-88-13-92","8398-001-01",1,43,2,1,3,2,,"MBEGU ZA ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,3,3,,,600,30000,1,2
"16-88-13-92","8398-001-01",2,11,1,,,2,,"PANA",3,30,1,30,1,3,0,,,,,1,7,2,5,,,,,,,,,,,
"16-88-13-92","8398-001-01",2,35,1,,,2,,"MBEGU ZA ASILI",2,2,2,2,2,2,0,,,,,2,,1,,3,2,,8,8,,,480,480000,1,2
"16-88-13-92","8398-001-01",2,43,2,2,4,2,,"MBEGU ZA ASILI",2,1,2,1,2,2,0,,,,,2,,1,,1.5,2,,3,3,,,200,60000,1,
"63-66-15-52","8410-001-01",3,11,1,,,2,,"SIDCO NA PANA",1,4,1,0,,,4,1,22000,16,2,2,,1,,2,2,,3,3,,,1200,360000,1,2
"63-66-15-52","8410-001-01",3,22,1,,,1,1,"ASILI",2,60,1,60,1,2,0,,,,,2,,1,,0.5,2,,1,4,,,450,30000,1,2
"63-66-15-52","8410-001-01",3,31,2,1,1,1,2,"ASILI",2,1,1,0,,,1,1,2000,4,1,2,,1,,1,2,,2,2,,,10,15000,1,2
"63-66-15-52","8410-001-01",4,12,1,,,2,,"ASILI KALAMATA",2,45,1,45,1,2,0,,,,,2,,2,6,,,,,,,,,,,
"35-76-92-32","8411-001-01",2,12,1,,,2,,"GALAMATA",2,64,1,64,1,2,0,,,,,2,,1,,2,2,,6,7,,,1920,840000,1,2
"35-76-92-32","8411-001-01",4,11,2,2,1,1,2,"SIDUKA",1,3,1,3,1,1,0,,,,,2,,1,,1,2,,5,6,,,600,210000,1,2
"35-76-92-32","8411-001-01",4,12,2,2,1,1,2,"KALAMATA",2,20,1,20,1,2,0,,,,,2,,1,,0.5,2,,6,7,,,288,126000,1,2
"35-76-92-32","8411-001-01",4,22,2,1,1,1,2,"SALUME",2,2,2,2,2,2,0,,,,,2,,1,,0.25,2,,5,6,,,720,144000,1,2
"08-37-96-26","8412-001-01",1,11,2,2,1,2,,"MAHINDI",2,1,5,1,5,2,0,,,,,1,7,1,,1,1,2,7,7,,,550,250000,1,3
"08-37-96-26","8412-001-01",1,12,2,3,1,2,,"MPUNGA",2,4,2,4,2,2,0,,,,,2,,1,,6.5,2,,6,6,,,4440,1665000,1,3
"08-37-96-26","8412-001-01",1,22,2,1,1,2,,"VIAZI VITAMU",2,25,1,0,,,25,1,8000,2,1,1,7,1,,2,1,2,7,7,,,240,45000,1,3
"29-90-85-15","8412-001-02",1,11,1,,,1,2,"SEED CO.",1,2,1,0,,,2,1,7000,16,1,2,,1,,1,2,,4,4,,,240,100000,2,
"29-90-85-15","8412-001-02",1,22,2,1,1,2,,"VIAZI VITAMU",2,15,1,0,,,15,1,6000,2,1,2,,1,,0.2,2,,6,6,,,51,9000,2,
"29-90-85-15","8412-001-02",1,43,2,1,1,2,,"KARANGA",1,1,2,0,,,1,2,10000,2,1,2,,1,,0.2,2,,4,4,,,80,73000,2,
"29-28-77-93","8413-001-01",1,11,1,,,1,2,"MAHINDI",2,1,2,1,2,2,0,,,,,2,,1,,1.5,2,,4,4,,,1200,300000,1,2
"29-28-77-93","8413-001-01",1,13,2,2,1,1,2,"MTAMA",2,1,1,1,1,2,0,,,,,2,,1,,1,2,,6,6,,,300,90000,1,2
"29-28-77-93","8413-001-01",1,22,2,1,1,2,,"VIAZI VITAMU",2,55,1,55,1,2,0,,,,,2,,1,,0.5,2,,6,6,,,560,14000,1,2
"29-28-77-93","8413-001-01",3,12,1,,,2,,"MPUNGA",2,100,1,100,1,2,0,,,,,2,,1,,3,2,,6,6,,,2400,1000000,1,2
"53-65-94-75","8414-001-01",2,12,1,,,1,2,"KIENYEJI",2,20,1,0,,,20,1,15000,5,2,2,,1,,3,2,,5,7,,,1800,1350000,1,2
"42-07-57-40","8414-001-03",1,12,2,2,1,1,2,"KIENYEJI",2,35,1,35,1,2,0,,,,,2,,1,,5,2,,5,7,,,1400,1000000,1,2
"03-58-06-43","8415-001-01",4,11,1,,,1,2,"KILIMA",1,6,1,0,,,6,1,36000,16,3,2,,1,,0.1,1,1,6,6,,,100,42000,1,4
"03-58-06-43","8415-001-01",4,43,1,,,1,2,"KARANGA",2,1,5,1,5,2,0,,,,,2,,1,,0.2,1,1,5,6,,,60,40000,1,4
"03-58-06-43","8415-001-01",5,12,1,,,2,,"MPUNGA",2,2,5,2,5,2,0,,,,,1,1,1,,0.2,1,1,5,5,,,90,63000,1,4
"03-58-06-43","8415-001-01",6,35,1,,,2,,"DENGU",2,1,5,1,5,2,0,,,,,2,,1,,1,1,1,7,7,,,210,525000,1,4
"33-83-90-34","8416-001-01",1,11,1,,,2,,"SEEDCO",3,8,3,8,3,3,0,,,,,2,,1,,1,2,,4,4,,,600,180000,1,
"33-83-90-34","8416-001-01",2,12,1,,,2,,"KALAMATA",3,3,2,3,2,3,0,,,,,2,,1,,3,2,,5,5,,,3225,2150000,1,
"22-94-41-88","8416-001-03",1,11,1,,,1,2,"SITUKA",3,35,1,35,1,2,10,1,40000,5,2,2,,1,,5,2,,3,4,,,2268,720000,3,
"22-94-41-88","8416-001-03",1,33,2,1,4,1,2,"CHOROKO NDOGO",2,5,1,5,1,2,0,,,,,2,,1,,1.5,2,,2,3,,,140,175000,3,
"22-94-41-88","8416-001-03",1,43,2,1,4,1,2,"NYEKUNDU",2,12,1,12,1,2,0,,,,,2,,1,,1,2,,2,2,,,420,210000,3,
"22-94-41-88","8416-001-03",2,12,1,,,2,,"KALAMATA",2,420,1,420,1,2,0,,,,,2,,1,,15,2,,6,7,,,19200,8400000,3,
"81-60-85-71","8417-001-01",2,11,2,1,1,1,2,"MAHINDI",2,1,5,1,5,2,0,,,,,2,,1,,5,2,,5,5,,,2000,800000,1,
"81-60-85-71","8417-001-01",2,12,2,2,1,1,2,"MPUNGA",2,8,5,8,5,2,0,,,,,1,1,1,,8,2,,4,5,,,5600,4000000,1,
"81-60-85-71","8417-001-01",3,12,1,,,2,,"MPUNGA",2,6,5,6,5,2,0,,,,,2,,2,5,,,,,,,,,,,
"68-36-25-83","8429-001-01",1,11,2,2,1,2,,"MBEGU YA KIENYEJI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,5,6,,,864,240000,1,2
"68-36-25-83","8429-001-01",1,43,2,2,1,2,,"MBEGU YA KIENNYEJI",2,2,2,2,2,2,0,,,,,2,,1,,3,2,,3,4,,,1200,600000,1,2
"68-36-25-83","8429-001-01",2,12,1,,,2,,"MBEGU YA ASILI",2,30,1,30,1,2,0,,,,,2,,1,,2,1,2,5,5,,,800,420000,1,2
"88-30-56-52","8430-001-02",3,11,2,2,1,1,2,"MAHINDI",2,5,2,5,2,2,0,,,,,2,,1,,10,2,,4,5,,,800,360000,9,
"88-30-56-52","8430-001-02",3,12,2,2,1,2,,"KALAMATA",2,110,1,110,1,2,0,,,,,1,8,1,,4,2,,6,7,,,1980,540000,9,
"88-30-56-52","8430-001-02",3,22,2,1,1,1,2,"VIAZI VITAMU",2,35,1,35,1,2,0,,,,,2,,1,,2,2,,4,4,,,650,60000,9,
"88-30-56-52","8430-001-02",3,31,2,1,1,1,2,"MAHARAGE",2,5,1,0,,,5,1,12500,4,1,2,,1,,2,2,,3,4,,,100,150000,9,11
"88-30-56-52","8430-001-02",3,43,2,3,1,1,2,"TILA",2,11,2,11,2,2,0,,,,,2,,1,,11,1,9,5,6,,,2100,1400000,9,11
"02-94-58-75","8430-001-04",1,11,1,,,2,,"STUKA",1,0.75,1,0,,,0.75,1,4500,16,1,1,2,1,,0.25,2,,7,6,,,120,290000,1,2
"02-94-58-75","8430-001-04",2,12,1,,,2,,"KALAMATA",2,24,1,24,1,2,0,,,,,2,,1,,2,2,,5,5,,,1440,720000,1,2
"55-28-78-70","8430-001-05",1,11,1,,,2,,"MBEGU YA ASILI",2,20,1,20,1,2,0,,,,,2,,1,,1.5,2,,4,4,,,270,75000,1,
"55-28-78-70","8430-001-05",2,22,1,,,2,,"MBEVU YA ASILI",2,3,1,0,,,0,,,,,2,,1,,0.25,2,,6,6,,,160,28000,1,
"55-28-78-70","8430-001-05",3,43,1,,,2,,"MBEGU YA ASILI",2,1,1,1,1,2,0,,,,,2,,1,,0.25,2,,3,3,,,72,60000,1,
"55-28-78-70","8430-001-05",4,12,1,,,2,,"MBEGU YA ASILI",2,40,1,40,1,2,0,,,,,2,,1,,2,2,,5,5,,,1764,882000,1,2
"05-26-99-66","8431-001-01",1,12,1,,,2,,"SUPA",2,2,2,2,2,2,0,,,,,2,,1,,5,2,,6,6,,,3000,1200000,2,
"53-79-41-88","8432-001-01",3,998,2,1,1,1,2,"MWEMBE DODO",1,2,5,0,,,0,,,,,2,,2,2,,,,,,,,,,,
"53-79-41-88","8432-001-01",4,12,1,,,2,,"KALAMATA",3,1,2,1,2,3,0,,,,,2,,1,,1,2,,4,4,,,750,450000,1,
"53-79-41-88","8432-001-01",4,43,2,1,1,1,2,"KARANGA NYEKUNDU",2,8,1,8,1,2,0,,,,,2,,1,,1,2,,5,5,,,285,126000,1,
"54-84-39-33","8434-001-01",1,11,2,3,1,1,2,"UKILIGULU",2,1,1,1,1,2,0,,,,,2,,1,,0.25,2,,5,5,,,180,60000,1,2
"54-84-39-33","8434-001-01",1,31,1,,,1,2,"KITENGE  KARANGA",2,1,1,0,,,1,1,2000,9,2,2,,1,,0.25,2,,2,2,,,15,20000,1,2
"54-84-39-33","8434-001-01",4,11,1,,,1,2,"UKILIGULU",2,10,1,10,1,2,0,,,,,2,,1,,2,1,2,5,5,,,378,126000,1,2
"54-84-39-33","8434-001-01",4,43,2,1,4,1,2,"TILA",2,2,1,0,,,2,1,4000,2,1,2,,1,,0.25,2,,4,4,,,48,24000,1,2
"23-84-39-38","8434-001-03",1,12,1,,,2,,"BUHURU",2,12,1,0,,,12,1,8000,2,1,1,1,1,,1,2,,6,6,,,840,560000,1,2
"09-35-15-01","8435-001-01",1,11,1,,,1,2,"KIENYEJI",2,1,4,1,4,2,0,,,,,2,,1,,0.5,2,,3,3,,,60,15000,1,
"09-35-15-01","8435-001-01",1,31,2,1,1,1,2,"KITENGE",2,1.5,1,1.5,1,2,0,,,,,2,,1,,0.1,1,4,2,2,,,10,15000,1,
"09-35-15-01","8435-001-01",1,92,1,,,1,2,"BOGA",2,1,3,1,3,2,0,,,,,2,,1,,0.5,2,,4,5,,,60,20000,1,
"09-35-15-01","8435-001-01",6,12,1,,,2,,"KALAMATA",2,2,2,2,2,2,0,,,,,2,,1,,4,2,,5,5,,,2800,1176000,1,
"09-35-15-01","8435-001-01",7,11,1,,,2,,"KIENYEJI",2,10,4,10,4,2,0,,,,,2,,1,,0.5,1,4,4,4,,,300,90000,1,
"56-11-57-35","8436-001-01",1,11,1,,,2,,"ASILI",2,12,1,12,1,2,0,,,,,1,2,1,,2,2,,6,6,,,756,126000,1,2
"56-11-57-35","8436-001-01",2,12,1,,,2,,"ASILI",2,72,1,0,,,72,1,40000,2,1,1,1,1,,2,2,,5,6,,,2898,920000,1,
"09-69-32-29","8448-001-01",1,11,1,,,2,,"ASILI",2,9,1,9,1,2,0,,,,,2,,1,,2,2,,4,4,,,1080,360000,1,
"09-69-32-29","8448-001-01",2,12,1,,,2,,"ASILI",2,6,2,6,2,2,0,,,,,2,,1,,10,2,,5,6,,,3888,1800000,1,
"85-90-69-26","8448-001-05",1,11,2,3,1,2,,"MBEGU BORA DK",2,10,1,0,,,10,1,60000,16,3,1,3,1,,1,1,4,3,3,,,1260,350000,1,
"85-90-69-26","8448-001-05",1,22,2,2,1,2,,"MBEGU YA ASILI",2,20,2,20,1,2,0,,,,,2,,1,,0.5,2,,6,7,,,3360,504000,1,
"85-90-69-26","8448-001-05",1,43,2,2,1,2,,"MBEGU YA ASILI",2,10,1,0,,,10,1,10000,2,1,1,7,1,,0.5,2,,3,3,,,175,52500,1,
"85-90-69-26","8448-001-05",2,12,1,,,2,,"MBEGU YA ASILI",2,3,2,3,2,2,0,,,,,1,7,1,,2,1,2,5,6,,,3136,1568000,1,
"85-90-69-26","8448-001-05",3,12,1,,,2,,"MBEGU YA ASILI",2,2,2,2,2,2,0,,,,,2,,1,,2,2,,6,6,,,2352,1176000,1,
"85-90-69-26","8448-001-05",4,12,1,,,2,,"MBEGU YA ASILI",2,1.5,2,1.5,2,2,0,,,,,2,,1,,1,2,,7,8,,,1680,840000,4,
"85-90-69-26","8448-001-05",5,12,1,,,2,,"MBEGU YA ASILI",2,1.5,2,1.5,2,2,0,,,,,2,,1,,1.5,2,,7,8,,,672,336000,2,
"08-15-79-09","8449-001-01",1,22,1,,,2,,"MBEGU YA ASILI",2,20,1,20,1,2,0,,,,,2,,1,,0.25,2,,2,3,,,60,15000,1,2
"08-15-79-09","8449-001-01",2,12,1,,,2,,"MBEGU YA ASILI",2,25,1,25,1,2,0,,,,,2,,1,,2,2,,6,7,,,1875,1250000,1,
"08-15-79-09","8449-001-01",3,11,1,,,1,2,"MBEGU YA KISASA",1,2,1,0,,,1,1,12000,9,1,2,,1,,1,2,,3,4,,,360,90000,1,
"08-15-79-09","8449-001-01",3,43,1,,,1,2,"MBEGU YA ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,3,3,,,150,150000,1,
"59-10-88-39","8450-001-01",1,11,1,,,2,,"MBEGU YA ASILI",2,1,4,1,4,2,0,,,,,2,,1,,0.25,2,,4,5,,,52,15000,1,
"59-10-88-39","8450-001-01",2,12,1,,,2,,"MBEGU YA ASILI",2,15,1,15,1,2,0,,,,,2,,1,,1,2,,5,5,,,1125,1050000,1,
"17-48-94-57","8451-001-02",1,11,2,2,1,1,2,"MBEGU BORA",1,4,1,0,,,4,1,24000,16,2,1,8,1,,1.5,1,1,4,4,,,504,168000,2,
"17-48-94-57","8451-001-02",1,33,2,1,1,1,2,"MBEGU ZA ASILI",2,1,3,0,,,1,3,1000,2,1,1,7,1,,0.25,1,2,4,4,,,3,3000,2,
"17-48-94-57","8451-001-02",1,43,2,2,1,1,2,"MBEGU BORA.",1,2,2,0,,,2,2,30000,16,2,2,,1,,1.5,2,,4,4,,,210,105000,2,
"17-48-94-57","8451-001-02",2,12,2,2,3,2,,"MBEGU BORA",1,6,1,0,,,6,1,36000,16,2,1,3,1,,1.5,2,,4,5,,,896,280000,2,
"17-48-94-57","8451-001-02",3,11,1,,,2,,"MBEGU BORA YA PUNDA MILIA",1,6,1,0,,,6,1,36000,16,2,1,7,2,5,,,,,,,,,,,
"94-34-92-18","8452-001-01",1,11,1,,,2,,"MBEGU BORA DK",1,4,1,0,,,4,1,24000,16,1,2,,1,,1,2,,4,4,,,432,120000,1,2
