"interview__key","y5_hhid","plot_id","cropid","ag4a_01","ag4a_02","ag4a_03","ag4a_04","ag4a_05","ag4a_06","ag4a_08","ag4a_10_1","ag4a_10_2","ag4a_10a_1","ag4a_10a_2","ag4a_10b","ag4a_10c_1","ag4a_10c_2","ag4a_12","ag4a_13_1","ag4a_13_2","ag4a_17","ag4a_18","ag4a_19","ag4a_20","ag4a_21","ag4a_22","ag4a_23","ag4a_24_1","ag4a_24_2","ag4a_25","ag4a_26","ag4a_27","ag4a_28","ag4a_29_1","ag4a_29_2"
"31-91-85-56","4309-001-01",3,34,2,1,1,1,2,"MBAAZI",2,10,1,10,1,2,0,,,,,2,,1,,5,2,,7,8,,,500,250000,1,2
"29-82-56-65","4310-001-01",1,11,2,3,1,1,2,"KATUMBILI",2,1,1,0,,,1,1,1200,2,1,2,,1,,0.1,2,,7,7,,,80,48000,1,2
"29-82-56-65","4310-001-01",1,92,2,2,1,1,2,"MANJANO",2,0.1,1,0.1,1,2,0,,,,,2,,1,,0.07,2,,3,6,,,100,50000,1,2
"29-82-56-65","4310-001-01",2,11,2,1,1,1,2,"KATUMBILI",2,10,1,0,,,10,1,12000,2,1,1,2,1,,2,2,,7,7,,,700,420000,1,2
"29-82-56-65","4310-001-01",2,33,2,1,3,1,1,"DUARA",2,0.5,1,0.5,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,100,80000,1,2
"29-82-56-65","4310-001-01",2,34,2,2,1,1,2,"NYEUPE",2,0.5,1,0.5,1,2,0,,,,,2,,1,,2,2,,5,8,,,200,60000,1,2
"29-82-56-65","4310-001-01",2,43,2,1,1,1,2,"NYEKUNDU",2,4,1,4,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,150,300000,1,2
"29-82-56-65","4310-001-01",2,92,2,1,1,1,2,"MANJANO",2,0.5,1,0.5,1,2,0,,,,,2,,1,,2,2,,3,8,,,200,100000,1,2
"29-82-56-65","4310-001-01",2,93,2,1,3,1,2,"RANGI MBILI",2,0.1,1,0.1,1,2,0,,,,,1,2,1,,0.5,2,,3,6,,,100,30000,1,2
"75-82-37-58","4310-001-02",1,11,2,2,1,2,,"KULUNGWA",2,6,1,0,,,6,1,6000,1,1,2,,1,,2.5,2,,6,6,,,1200,600000,2,
"75-82-37-58","4310-001-02",1,12,2,1,1,2,,"NTALIMA WANGU",2,15,1,15,1,2,0,,,,,1,1,1,,1,2,,5,5,,,500,500000,2,
"28-05-92-53","4310-001-04",1,32,1,,,2,,"NDOGO",2,0.5,1,0,,,0.5,1,600,1,1,1,1,1,,0.2,2,,5,5,,,18,18000,1,
"81-38-99-76","4312-001-01",1,11,1,,,1,2,"MBEGU KUBWA",1,20,1,0,,,20,1,30000,9,3,2,,1,,1,1,8,6,6,,,238,98000,1,
"81-38-99-76","4312-001-01",1,34,1,,,2,,"MBEGU NYEKUNDU",2,4,1,0,,,4,1,6000,2,1,1,8,2,6,,,,,,,,,,,
"66-68-73-91","4313-001-01",3,11,2,2,1,1,2,"KIENYEJI",2,7.5,1,0,,,7.5,1,4000,2,1,2,,1,,3,2,,6,6,,,60,30000,1,2
"66-68-73-91","4313-001-01",3,34,2,1,4,1,3,"NYEUPE",2,1,1,0,,,0,,,,,2,,1,,1,2,,6,6,,,20,3000,1,2
"35-71-26-25","4325-001-01",2,11,1,,,2,,"TEMBO",1,24,1,0,,,24,1,144000,16,4,1,3,1,,2,2,,5,7,,,6912,1344000,1,
"72-50-64-15","4325-001-04",1,11,1,,,2,,"TEMBO",1,9,1,0,,,9,1,108000,16,4,2,,1,,2,2,,6,6,,,5328,2220000,1,2
"56-83-61-51","4326-001-01",2,11,1,,,1,2,"MAHINDI",2,16,1,16,1,2,0,,,,,2,,1,,1,2,,8,8,,,1440,336000,1,
"29-42-96-40","4328-001-01",2,11,2,1,3,2,,"DK",1,24,1,0,,,24,1,288000,9,2,2,,1,,4,2,,5,6,,,5400,1350000,1,
"71-27-07-53","4328-001-02",1,11,1,,,1,2,"MBEGU YA FARU",1,10,1,0,,,10,1,4000,4,2,2,,1,,0,2,,3,7,,,500,150000,1,
"71-27-07-53","4328-001-02",1,22,1,,,2,,"MBE YA KIENYEJI",2,2,5,0,,,2,5,0,2,1,2,,1,,0,2,,4,8,,,150,60000,1,
"86-93-88-71","4329-001-01",1,11,2,2,3,2,,"TEMBO",3,16,1,16,1,3,0,,,,,1,5,1,,1.5,2,,7,7,,,880,220000,1,
"86-93-88-71","4329-001-01",2,22,1,,,1,2,"VIAZI JESHI",2,15,5,15,5,2,0,,,,,1,3,1,,0.1,2,,4,6,,,250,30000,1,
"13-46-89-17","4330-001-01",3,11,2,3,1,2,,"PANNAR",1,36,1,0,,,36,1,12000,9,2,2,,1,,0.5,2,,3,8,,,1540,385000,1,
"13-46-89-17","4330-001-01",3,22,2,1,1,2,,"KIENYEJI",2,1,5,1,5,2,0,,,,,2,,1,,0.25,2,,3,6,,,480,120000,1,
"85-15-73-24","4330-001-02",1,11,2,2,3,2,,"KIENYEJI",2,2,1,2,1,2,0,,,,,2,,1,,0.1,2,,2,7,,,120,30000,1,
"35-76-82-17","4331-001-02",1,11,1,,,2,,"MBEGU YA TEMBO",1,5,1,0,,,5,1,50000,16,1,2,,1,,1,2,,5,8,,,500,175000,1,
"41-79-32-39","4332-001-01",1,11,1,,,2,,"MBEGU BORA",4,12,1,0,,,12,1,144000,9,1,2,,1,,4,2,,7,7,,,5000,2000000,1,2
"41-79-32-39","4332-001-01",3,31,1,,,2,,"MBEGU",2,100,1,100,1,2,0,,,,,2,,1,,2.4,2,,6,6,,,500,750000,1,2
"41-79-32-39","4332-001-01",4,11,1,,,2,,"MBEGU BORA",1,20,1,0,,,20,1,120000,9,1,2,,1,,2,2,,3,8,,,4000,1200000,1,2
"11-69-06-89","4345-001-02",1,11,1,,,2,,"TEMBO",1,48,1,0,,,48,1,288000,9,3,1,5,1,,6,2,,6,6,,,12600,4284000,1,
"11-69-06-89","4345-001-02",1,41,2,1,1,2,,"KIENYEJI",2,4,1,4,1,2,0,,,,,2,,1,,1,2,,6,6,,,240,300000,1,
"11-69-06-89","4345-001-02",2,11,2,3,1,1,2,"DK",1,3,1,0,,,3,1,20000,9,3,2,,1,,0.75,2,,5,6,,,240,79200,1,
"11-69-06-89","4345-001-02",2,22,2,1,1,2,,"MAJESHI",2,10,1,0,,,10,1,5000,16,3,2,,1,,0.25,2,,3,3,,,180,35000,1,
"28-58-98-63","4346-001-01",1,11,1,,,2,,"MAHINDI",2,8,1,8,1,3,8,1,3000,3,1,2,,1,,2,2,,7,7,,,840,154000,1,2
"22-29-95-00","4348-001-01",1,23,1,,,2,,"MBEGU BORA PANNER SEED",1,120,1,0,,,120,1,45000,4,1,2,,1,,1,2,,2,3,,,720,96000,1,
"22-29-95-00","4348-001-01",1,31,1,,,2,,"MBEGU ZA ASILI",2,20,1,0,,,20,1,30000,4,1,2,,1,,1,2,,6,6,,,80,180000,1,
"87-23-03-17","4349-001-01",1,11,1,,,2,,"SABASABA",1,12,1,0,,,12,1,72000,9,2,2,,1,,2,2,,8,8,,,3000,525000,2,
"95-89-60-91","4363-001-01",1,11,1,,,2,,"MBEGU YA KIENYEJI",2,4,1,4,1,2,0,,,,,1,3,1,,0.2,2,,4,5,,,200,300000,1,2
"95-89-60-91","4363-001-01",2,36,1,,,1,2,"MBEGU YA KIENYEJI",2,4.5,1,4.5,1,2,0,,,,,2,,1,,1,2,,4,5,,,50,75000,1,2
"95-89-60-91","4363-001-01",3,11,1,,,1,2,"MBEGU YA KIENYEJI",2,8,1,8,1,2,0,,,,,2,,1,,1,2,,4,5,,,420,630000,1,2
"95-89-60-91","4363-001-01",3,43,1,,,1,2,"MBEGU YA KIENYEJI",2,4,1,0,,,4,1,4000,9,2,2,,1,,1,2,,4,4,,,60,120000,1,2
"95-89-60-91","4363-001-01",3,47,2,2,4,1,2,"MBEGU YA KIENYEJI",2,1,3,0,,,0,,,,,2,,1,,0.5,2,,4,4,,,16,32000,1,2
"47-02-15-08","4364-001-01",1,11,1,,,1,2,"MBEGU ZA KIENYEJI",2,3,1,0,,,3,1,3000,1,2,1,3,1,,1,2,,3,3,,,25,10500,1,6
"47-02-15-08","4364-001-01",1,32,1,,,1,2,"MBEGU ZA KIENYEJI",2,20,5,0,,,0,,,,,2,,1,,1,2,,3,3,,,3,3000,1,6
"47-02-15-08","4364-001-01",1,92,1,,,1,2,"MBEGU ZA KIENYEJI",2,1,3,0,,,0,,,,,1,3,1,,1,2,,3,4,,,45,45000,1,6
"47-02-15-08","4364-001-01",1,100,1,,,1,2,"MBEGU ZA KIENYEJI",2,1,3,0,,,0,,,,,2,,1,,1,2,,3,3,,,10,2500,1,6
"47-02-15-08","4364-001-01",2,998,1,,,2,,"MBEGU ZA KIENYEJI",2,10,5,0,,,10,5,100000,1,2,2,,2,2,,,,,,,,,,,
"47-02-15-08","4364-001-01",3,11,1,,,1,2,"MBEGU ZA KIENYEJI",2,3,1,0,,,3,1,3000,1,2,2,,1,,0.75,2,,3,3,,,50,7500,1,6
"47-02-15-08","4364-001-01",3,92,1,,,1,2,"MBEGU ZA KIENYEJI",2,1,3,0,,,0,,,,,2,,1,,0.75,2,,3,3,,,50,50000,1,6
"28-07-25-29","4364-001-02",2,12,1,,,2,,"MBEGU ZA MCHANGANYIKO",2,15,1,0,,,15,1,10000,1,2,2,,1,,0.5,2,,6,6,,,45,150000,1,
"15-35-50-03","4365-001-01",2,11,2,2,1,1,2,"MAHINDI",2,5,1,5,1,2,0,,,,,2,,1,,0.25,2,,5,5,,,120,150000,1,
"15-35-50-03","4365-001-01",2,998,2,2,1,1,2,"MABOGA",2,0.5,1,0.5,1,2,0,,,,,2,,1,,0.25,2,,4,5,,,120,30000,1,
"15-35-50-03","4365-001-01",3,12,1,,,2,,"15",2,15,1,15,1,2,0,,,,,1,8,1,,0.5,1,1,6,6,,,30,45000,1,
"15-35-50-03","4365-001-01",7,12,1,,,2,,"MPUNGA",2,1,2,1,2,2,0,,,,,1,7,1,,0.3,2,,6,6,,,50,75000,1,
"50-28-33-06","4365-001-03",1,11,1,,,2,,"MAHINDI",2,1,1,0,,,1,1,2000,2,1,2,,1,,0.25,2,,6,6,,,80,40000,1,
"50-28-33-06","4365-001-03",4,12,1,,,2,,"MPUNGA",2,1,2,0,,,1,2,10000,2,1,1,7,1,,0.25,1,2,6,6,,,90,60000,1,
"77-14-05-26","4367-001-01",2,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"77-14-05-26","4367-001-01",3,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-89-23-38","4367-001-02",1,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-89-23-38","4367-001-02",2,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-89-23-38","4367-001-02",3,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85-29-98-90","4368-001-02",2,12,1,,,2,,"KAMOTO",2,15,1,0,,,15,1,30000,1,1,1,1,1,,0.15,2,,6,6,,,200,280000,1,
"17-01-34-49","4368-001-03",1,998,2,2,8,2,,"KIBANDA.",2,100,1,100,1,2,0,,,,,2,,2,2,,,,,,,,,,,
"17-01-34-49","4368-001-03",2,12,1,,,2,,"KAMOTO",2,20,1,0,,,20,1,40000,3,1,1,1,1,,0.25,2,,6,6,,,250,375000,1,
"38-11-78-45","4369-001-01",3,11,1,,,2,,"MBEGU ZA ASILI",2,4,1,0,,,4,1,4000,4,4,1,7,2,5,,,,,,,,,,,
"38-11-78-45","4369-001-01",4,11,1,,,2,,"MBEGU ZA ASILI",2,4,1,0,,,4,1,4000,4,4,1,7,2,5,,,,,,,,,,,
"38-11-78-45","4369-001-01",5,12,1,,,2,,"MBEGU YA ASILI",2,12,1,12,1,2,0,,,,,2,,1,,0.14,2,,6,6,,,75,100000,2,
"55-17-89-69","4383-001-01",1,22,1,,,2,,"ASILI",2,4,5,0,,,4,5,8000,2,1,2,,1,,0.5,2,,7,6,,,288,54000,1,
"55-17-89-69","4383-001-01",2,14,2,3,1,2,,"ASILI",2,20,1,20,1,2,0,,,,,2,,1,,2,2,,6,6,,,384,408000,1,
"36-88-48-32","4384-001-01",1,11,1,,,1,2,"MBEGU YA BORA YA MAHINDI",1,5,1,0,,,5,1,16000,16,1,2,,1,,1,2,,6,6,,,216,90000,1,
"36-88-48-32","4384-001-01",1,43,1,,,1,2,"MBEGU YA ASILI YA KARANGA",2,7,1,0,,,7,1,5000,5,1,2,,1,,1,2,,6,6,,,312,200000,1,
"87-23-37-09","4385-001-01",1,11,2,2,4,2,,"MBEGU BORA",1,4,1,0,,,4,1,24000,16,3,1,3,1,,0.5,2,,5,5,,,300,40000,1,2
"87-23-37-09","4385-001-01",2,13,1,,,2,,"MBEGU ZA KIENYEJI",2,10,1,10,1,2,0,,,,,1,1,1,,1.5,2,,4,4,,,300,70000,1,2
"87-23-37-09","4385-001-01",3,12,1,,,2,,"MBEGU ZA KIENYEJI",2,40,1,40,1,2,0,,,,,2,,1,,1,2,,4,4,,,1800,45000,1,2
"87-23-37-09","4385-001-01",4,22,1,,,2,,"MBEGU ZA KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,1,2,,6,6,,,180,35000,1,2
"87-23-37-09","4385-001-01",8,36,1,,,2,,"MBEGU ZA KIENYEJI",2,6,1,0,,,6,1,18000,16,3,1,3,1,,0.8,2,,5,5,,,100,80000,1,2
"08-57-09-20","4386-001-02",3,11,2,2,1,2,,"STUKA",1,1,1,0,,,1,1,7000,4,1,2,,1,,0.5,1,1,6,6,,,100,50000,2,
"08-57-09-20","4386-001-02",4,12,1,,,2,,"KIENYEJI",2,20,1,0,,,0,,,,,2,,1,,1,1,1,5,6,,,840,420000,2,
"44-26-26-33","4386-001-03",1,11,1,,,1,2,"YA KISASA",1,3,1,2,1,3,3,1,8000,9,1,2,,1,,1,2,,5,6,,,100,40000,1,
"44-26-26-33","4386-001-03",1,43,1,,,1,2,"ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,5,6,,,170,300000,1,
"63-15-23-80","4387-001-01",1,12,1,,,2,,"MBEGU YA ASILI YA MPUNGA",2,32,1,32,1,2,0,,,,,2,,1,,3,2,,6,6,,,1620,1080000,1,
"63-15-23-80","4387-001-01",6,12,1,,,2,,"MBEGU YA ASILI YA MPUNGA",2,20,1,20,1,2,0,,,,,2,,1,,0.1,2,,6,6,,,450,300000,1,
"63-15-23-80","4387-001-01",7,87,1,,,2,,"MBEGU BORA YA NYANYA",1,50,5,0,,,50,5,15000,4,1,2,,1,,0.1,2,,6,6,,,500,150000,1,
"88-30-09-51","4388-001-01",1,11,2,3,8,1,2,"MBEGU BORA",1,5,1,0,,,5,1,26000,9,2,2,,1,,2,2,,4,3,,,378,105000,1,
"88-30-09-51","4388-001-01",1,31,2,3,8,1,2,"ASILI",2,3,1,0,,,3,1,6000,4,2,2,,1,,2,2,,4,4,,,40,40000,1,
"80-95-10-00","4390-001-01",1,11,2,2,1,2,,"KIENYEJI",2,1,1,1,1,2,0,,,,,2,,1,,0.5,1,1,5,5,,,40,20000,1,
"80-95-10-00","4390-001-01",5,12,1,,,2,,"KIENYEJI",2,15,1,15,1,2,0,,,,,2,,1,,0.5,1,1,7,6,,,280,98000,1,
"51-70-44-66","4401-001-01",1,11,1,,,1,2,"KIENYEJI",2,1,4,1,4,2,1,4,1000,5,1,1,7,2,2,,,,,,,,,,,
"57-36-35-19","4402-001-01",1,11,1,,,2,,"STUKA",3,10,1,10,1,3,0,,,,,2,,1,,1.5,2,,4,4,,,400,144000,3,
"57-36-35-19","4402-001-01",2,12,1,,,2,,"ILOMO",2,15,1,0,,,15,1,8000,3,1,2,,1,,1.5,2,,6,6,,,600,336000,3,
"98-50-13-74","4405-001-01",1,12,1,,,2,,"KANAMATA",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,5,5,,,375,300000,1,2
"08-30-76-81","4420-001-01",1,11,2,1,4,2,,"YANGA",3,18,1,18,1,3,0,,,,,2,,1,,0.5,2,,5,5,,,288,96000,1,
"08-30-76-81","4420-001-01",1,50,2,2,4,2,,"PAMBA",1,30,1,0,,,30,1,18000,6,1,2,,1,,1,2,,7,7,,,181,200000,1,
"08-30-76-81","4420-001-01",2,12,1,,,2,,"BELENGE",2,15,1,15,1,2,0,,,,,2,,1,,1,2,,6,6,,,432,180000,1,
"04-34-24-34","4421-001-01",1,50,1,,,1,2,"UK M08",1,15,1,0,,,15,1,25000,7,1,1,2,1,,3,2,,3,7,,,470,423000,1,2
"04-34-24-34","4421-001-01",4,33,1,,,1,2,"MBEGU BORA",1,1,1,0,,,1,1,2000,16,1,1,6,1,,2.5,2,,2,3,,,50,55000,1,2
"16-13-69-07","4421-001-04",1,50,1,,,2,,"ASA",1,50,1,0,,,50,1,32500,6,1,2,,1,,4,2,,7,7,,,1000,810000,1,2
"16-13-69-07","4421-001-04",2,11,2,2,1,1,2,"STUKA",1,2,1,0,,,2,1,24000,16,4,2,,1,,1.75,2,,7,7,,,200,120000,1,2
"16-13-69-07","4421-001-04",2,50,1,,,1,1,"PAMBA",1,50,1,0,,,50,1,65000,6,1,2,,1,,3.5,2,,7,7,,,800,648000,1,2
"47-76-35-15","4422-001-01",1,11,1,,,1,2,"ASILI",2,20,1,20,1,2,0,,,,,2,,1,,1.5,2,,6,6,,,140,56000,2,3
"47-76-35-15","4422-001-01",1,43,1,,,1,2,"ASILI",2,5,1,5,1,2,0,,,,,2,,1,,1.5,2,,6,6,,,80,60000,2,3
"60-71-91-18","4422-001-04",1,11,1,,,1,2,"STUKA",1,5,1,0,,,5,1,18000,9,2,2,,1,,5,2,,5,7,,,600,300000,5,6
"98-11-62-45","4423-001-01",2,11,1,,,1,2,"STUKA",2,10,1,0,,,10,1,12000,9,1,2,,1,,1,2,,7,7,,,200,120000,1,
"98-11-62-45","4423-001-01",2,50,1,,,1,2,"YA ASILI",2,15,1,0,,,15,1,7000,6,1,2,,1,,1,2,,6,6,,,147,161000,1,
"98-11-62-45","4423-001-01",4,11,1,,,1,2,"STUKA",3,10,1,0,,,10,1,12000,9,1,2,,1,,1,2,,7,7,,,60,30000,1,
"98-11-62-45","4423-001-01",5,11,1,,,1,2,"STUKA",3,10,1,0,,,10,1,12000,9,1,2,,1,,2,2,,7,7,,,200,120000,1,
"98-11-62-45","4423-001-01",5,50,1,,,1,2,"PAMBA NYEUPE",3,15,1,0,,,15,1,7000,6,1,2,,1,,1,2,,6,6,,,235,241000,1,
"31-67-35-80","4424-001-01",2,41,2,2,4,2,,"ALIZETI",2,4,1,4,1,2,0,,,,,2,,1,,0.7,1,1,5,5,,,240,120000,1,
"31-67-35-80","4424-001-01",3,11,2,1,1,1,2,"STUKA",1,8,1,0,,,8,1,26000,16,4,2,,1,,0.7,1,1,4,4,,,400,160000,1,
"31-67-35-80","4424-001-01",3,13,2,1,1,1,2,"MTAMA",2,3,1,3,1,2,0,,,,,1,8,2,6,,,,,,,,,,,
"31-67-35-80","4424-001-01",3,41,2,1,1,1,2,"ALIZETI",2,2,1,2,1,2,0,,,,,2,,1,,0.3,1,1,5,5,,,120,80000,1,
"31-67-35-80","4424-001-01",3,50,2,2,1,1,2,"PAMBA",1,30,1,0,,,30,1,21000,6,1,2,,1,,0.5,1,1,5,6,,,290,319000,1,
"10-05-75-77","4425-001-01",1,11,1,,,1,2,"MBEGU YA ASILI",2,12,1,12,1,2,0,,,,,1,3,1,,10,2,,3,3,,,1440,864000,1,2
"10-05-75-77","4425-001-01",1,41,1,,,1,2,"MBEGU YA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,10,2,,4,4,,,300,195000,1,2
"10-05-75-77","4425-001-01",1,50,1,,,1,2,"MBEGU",1,30,1,0,,,30,1,18500,6,1,1,3,1,,10,2,,5,7,,,1350,121500,1,2
"10-05-75-77","4425-001-01",3,32,1,,,1,2,"MBEGU YA ASILI",2,1,1,1,1,2,0,,,,,2,,1,,3.5,2,,4,5,,,54,54000,1,2
"10-05-75-77","4425-001-01",3,33,1,,,1,2,"MBEGU YA ASILI",2,10,1,10,1,2,0,,,,,1,3,1,,3.5,2,,3,3,,,365,365000,1,2
"59-24-51-60","4426-001-01",1,11,2,3,1,1,2,"YANGA - MBEGU YA NJANO",2,4,1,0,,,4,1,8000,16,1,1,3,1,,3.5,1,4,6,6,,,160,72000,1,
"59-24-51-60","4426-001-01",1,50,1,,,1,1,"PAMBA",1,15,1,0,,,15,1,11250,6,1,1,2,1,,4,1,5,7,7,,,100,85000,1,
"80-33-32-25","4427-001-01",3,11,1,,,1,2,"MAHINDI",2,2,1,0,,,2,1,2500,16,1,1,5,1,,0.04,2,,6,6,,,72,40000,1,
"80-33-32-25","4427-001-01",3,92,2,2,1,1,2,"BOGA",2,1,1,1,1,2,0,,,,,2,,1,,0.02,2,,7,7,,,50,20000,1,
"48-73-44-84","4439-001-01",1,11,2,1,1,1,2,"MBEGU BORA",1,2,1,0,,,2,1,12000,9,1,2,,1,,0,2,,6,6,,,60,15000,1,2
"48-73-44-84","4439-001-01",1,22,2,1,1,1,2,"MBEGU YA ASILI",2,0,,0,,,0,,,,,2,,1,,0,2,,6,6,,,120,120000,1,2
"48-73-44-84","4439-001-01",1,43,1,,,1,2,"MBEGU ZA ASILI",2,2,1,0,,,2,1,2400,4,1,2,,1,,0,2,,3,3,,,10,20000,1,2
"48-73-44-84","4439-001-01",2,12,1,,,2,,"ZA ASILI",2,60,1,0,,,0,,,,,2,,1,,1,2,,6,8,,,1020,1700000,1,2
"48-73-44-84","4439-001-01",3,12,1,,,2,,"ZA ASILI",2,1,2,0,,,0,,,,,2,,1,,0,2,,6,7,,,600,500000,1,2
"05-77-19-48","4440-001-01",1,11,2,2,1,1,2,"ASILI",2,1,2,1,2,2,0,,,,,1,7,1,,1,1,2,4,6,,,360,144000,1,2
"05-77-19-48","4440-001-01",1,22,2,1,1,2,,"KIENYEJI",2,2,5,2,5,2,0,,,,,2,,1,,1,2,,2,6,,,768,64000,1,2
"05-77-19-48","4440-001-01",1,43,2,1,1,1,2,"KIENYEJI",2,20,1,20,1,2,0,,,,,1,7,1,,2,1,2,5,5,,,180,180000,1,2
"20-22-92-62","4441-001-01",1,11,2,1,1,1,2,"PANA",1,2,1,0,,,2,1,12000,9,2,2,,1,,0.3,1,2,2,3,,,40,34000,1,
"20-22-92-62","4441-001-01",1,12,2,3,1,2,,"MALAMATA",2,18,1,0,,,0,,,,,2,,1,,1.2,2,,6,7,,,1040,320000,1,
"20-22-92-62","4441-001-01",1,22,2,1,1,1,2,"LIOCHI",2,5,5,5,5,2,5,5,20000,20,3,2,,1,,0.3,2,,2,9,,,300,44200,1,
"20-22-92-62","4441-001-01",1,43,2,1,1,1,2,"DAKI",2,1,1,0,,,1,1,3500,5,2,2,,1,,0.3,1,2,3,4,,,10,30000,1,
"20-22-92-62","4441-001-01",2,12,1,,,2,,"MALAMATA",2,10,1,0,,,10,1,5000,5,2,2,,1,,0.5,2,,4,5,,,255,210000,2,
"20-22-92-62","4441-001-01",3,11,2,2,1,1,2,"PANA",1,2,1,0,,,2,1,12000,5,2,2,,1,,1.5,2,,3,5,,,252,98000,2,
"20-22-92-62","4441-001-01",3,12,2,2,1,2,,"MALAMATA",2,10,1,0,,,10,1,5000,5,2,2,,1,,1.5,2,,4,4,,,600,343000,5,
"59-35-71-82","4442-001-01",1,11,1,,,1,2,"MBEGU YA ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.75,1,2,4,4,,,120,30000,1,2
"59-35-71-82","4442-001-01",1,43,1,,,1,2,"KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,1,2,3,3,,,15,37500,1,2
"59-35-71-82","4442-001-01",2,12,1,,,2,,"SUKARISUKARI",2,18,1,18,1,2,0,,,,,2,,1,,1,2,,6,7,,,864,288000,1,2
"59-35-71-82","4442-001-01",3,11,1,,,1,2,"MBEGU ZA ASILI",2,6,1,6,1,2,0,,,,,1,7,2,5,,,,,,,,,,,
"59-35-71-82","4442-001-01",3,33,1,,,1,2,"MBEGU YA ASILI",2,2,1,0,,,2,1,6000,4,1,1,7,2,5,,,,,,,,,,,
"59-35-71-82","4442-001-01",4,22,1,,,2,,"MBEGU ZA ASILI",2,100,1,0,,,100,1,30000,2,2,2,,1,,0.25,2,,6,7,,,630,220000,1,2
"02-51-38-99","4443-001-01",1,12,1,,,1,2,"MPUNGA",2,0.5,2,0.5,2,2,0,,,,,2,,1,,0.5,2,,7,7,,,162,150000,1,
"02-51-38-99","4443-001-01",1,22,2,2,1,1,2,"VIAZI VITAMU",2,3,5,0,,,3,5,30000,2,1,2,,1,,0.5,2,,7,7,,,480,288000,1,2
"02-51-38-99","4443-001-01",3,11,1,,,2,,"MAHINDI",1,2,1,0,,,2,1,11000,16,2,1,7,2,5,,,,,,,,,,,
"18-84-57-80","4443-001-03",1,11,2,2,1,1,2,"MBEGU BORA",1,4,1,0,,,4,1,20000,16,2,1,7,1,,0.3,1,2,4,4,,,120,60000,1,
"18-84-57-80","4443-001-03",1,22,1,,,1,2,"MBEGU  YA ASILI",2,30,1,30,1,2,0,,,,,1,3,1,,0.3,2,,6,7,,,560,105000,1,
"18-84-57-80","4443-001-03",2,12,1,,,2,,"MBEGU BORA",1,40,1,0,,,0,,,,,2,,1,,1,2,,5,6,,,750,1060000,1,
"77-57-87-51","4443-001-05",1,12,1,,,2,,"MPUNGA",2,120,1,120,1,2,0,,,,,2,,1,,0.5,2,,6,6,,,600,400000,1,2
"43-79-07-18","4444-001-01",1,11,1,,,1,2,"KIENYEJI",3,2,1,2,1,3,0,,,,,2,,1,,0.3,1,2,3,4,,,40,30000,1,2
"43-79-07-18","4444-001-01",1,22,2,1,3,1,2,"KIENYEJI",2,25,1,25,2,2,0,,,,,2,,1,,0.2,2,,4,6,,,100,20000,1,2
"43-79-07-18","4444-001-01",1,43,1,,,1,2,"KARANGA",2,6,1,0,,,6,1,12000,5,1,2,,1,,0.7,2,,3,3,,,25,45000,1,2
"43-79-07-18","4444-001-01",2,11,1,,,1,2,"PANA",1,6,1,0,,,6,1,36000,9,2,2,,2,5,,,,,,,,,,,
"43-79-07-18","4444-001-01",2,33,1,,,1,2,"CHOROKO",2,2,1,0,,,2,1,3000,9,2,2,,2,5,,,,,,,,,,,
"43-79-07-18","4444-001-01",4,12,1,,,2,,"MACHINA",2,20,1,0,,,20,1,15000,4,2,2,,1,,0.5,2,,5,6,,,600,300000,1,2
"75-52-30-39","4445-001-01",1,11,1,,,1,2,"PIONEER",1,8,1,0,,,8,1,48000,9,1,2,,1,,1,2,,6,7,,,432,144000,1,2
"75-52-30-39","4445-001-01",1,43,1,,,1,2,"NDOGO NYEUPE",2,10,1,0,,,10,1,10000,5,1,2,,1,,1,2,,4,4,,,100,84000,1,2
"82-26-21-39","4445-001-03",1,11,1,,,2,,"PIONEER",3,1,3,1,3,3,0,,,,,2,,1,,0.04,2,,5,5,,,40,12000,2,
"82-26-21-39","4445-001-03",2,11,2,3,1,1,2,"PIONEER",1,14,1,0,,,14,1,84000,9,1,2,,1,,1,1,2,6,6,,,432,144000,2,
"82-26-21-39","4445-001-03",2,22,2,1,1,2,,"MBEGU ZA KIENYEJI",2,1,5,1,5,2,0,,,,,2,,1,,0.25,2,,6,7,,,320,60000,2,
"82-26-21-39","4445-001-03",2,33,2,3,1,1,2,"MBEGU ZA KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,0.75,1,2,3,3,,,600,480000,2,
"82-26-21-39","4445-001-03",2,43,2,3,1,1,2,"KARANGA NYEUPE",2,20,1,20,1,2,0,,,,,2,,1,,0.75,1,2,3,4,,,200,144000,2,
